Name,Image,AC Bonus,Base AC,ST Ability,ST Bonus,ST Factor,Immunity,Resistance,Abilities,Ability Bonus,Ability Max,Additional HP,Skills,Skill Bonus,Skill Factor,Movement,Critical Chance,AR Types,AR Bonus,AR Factor,Attack Type,Weapon DMG,Weapon DMG Type,Death ST Factor,Ability Check,Ability Check Bonus,Ability Check Factor,Spell Save DC Bonus,Vulnerability,Immune to Conditions,Cant Move,Cant Act,Cant React,Initiative,Opponent AR Type,Opponent AR Factor,Darkvision,Skill Proficiency,Temporary HP,Ignore,DONE,Description
Reckless Warcry,,-1,,,,,,,STR,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,Strength is increased by 3.
Reconfigured: Undead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,The foulest stench is in the air...
Recovering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,"Thisobald has had enough of his own concoctions - for now. Soon the numbness will set in once more, and the cycle will start all over again."
Reduced,,,,STR,,DIS,,,,,,,Athletics,,DIS,,,,,,,,,,STR,,DIS,,,,,,,,,,,,,FALSE,TRUE,Size is reduced. Weapon attacks deal  1d4 less damage. Has  Disadvantage on Strength Checks and  Saving throws. Carrying Capacity is reduced by 25%
Reduced (Duergar),,5,,STR,,DIS,,,,,,,Athletics,,DIS,,,,,,,-1d4,Weapon,,STR,,DIS,,,,,,,,,,,,,FALSE,TRUE,Size is reduced. Has  Disadvantage on Strength Checks and  Saving throws. Attacks deal  1d4 less damage.
Reeling,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,Recovering from receiving a terrible blow or hitting a strong metal. Has a -1 penalty to Attack Rolls for every turn remaining. Reeling has a maximum  Duration: 10 turns.
Reflective Mucus,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,"Reflects the first projectile flying towards it back at the attacker, after which the mucus is removed."
Reflective Shell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,Projectiles targeted at this creature are reflected back to their point of origin.
Reflectoguard Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,Any projectile fired at this character is sent back to where it came from.
Refreshed,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,Hit Point maximum increased by 10 until the next Long Rest. Turns into  Nauseated after a Long Rest.
Regeneration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,"The Wood Woad regains 10hit points if it walks through a vine surface, unless it recently took Fire damage."
Rejuvenating Miasma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,Animate Dead doesn't require a corpse in this area due to a lingering necrotic stench.
Relentless Avenger,,,,,,,,,,,,,,,,4.5,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,You have a  4.5 m / 15 ft bonus to your Movement Speed
Rended Flesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,Affected entity can't be healed and can't gain Temporary Hit Points.
Repair Matrix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,"At the start of its turn, restorative servos heal this Steel Watcher for 3d8hit points."
Resistance,,,,,1d4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,Gains a  +1d4 bonus to  Saving throws.
Resistant to Acid Damage,,,,,,,,Acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,Acid damage against this entity is halved.
Resistant to Cold Damage,,,,,,,,Cold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,Cold damage against this entity is halved.
Resistant to Fire Damage,,,,,,,,Fire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,Fire damage against this entity is halved.
Resistant to Lightning Damage,,,,,,,,Lightning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,Lightning damage against this entity is halved.
Resistant to Necrotic Damage,,,,,,,,Necrotic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,Necrotic damage against this entity is halved.
Resistant to Poison Damage,,,,,,,,Poison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,Poison damage against this entity is halved.
Resistant to Radiant Damage,,,,,,,,Radiant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,Radiant damage against this entity is halved.
Resisted the Song,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,The affected entity succeeded a  Saving throw against the harpy's  Luring Song and is immune to the effects for 2 turns.
Resonating Ki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,The ki within the affected entity is resonating with a monk's. The monk can use  Ki Resonation: Blast to make it explode.
Restrained,,,,DEX,,DIS,,,,,,,,,,,,,,DIS,,,,,,,,,,,TRUE,,,,,ADV,,,,FALSE,TRUE,"Cannot move. Attack rolls against the affected entity have  Advantage, while the entity's Attack rolls and  Dexterity saving throws have  Disadvantage"
Retributive Justice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,"This Echo of Bhaal is drawing on new, terrible powers to avenge Sarevok's death."
Revealed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,Affected entity lost its  Invisibility due to the effects of  See Invisibility.
Reverberation,,,,"STR, DEX, CON",-1,,Thunder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,"Affected entity has a -1 penalty to Strength, Dexterity, and Constitution  Saving throws per remaining turn. When the entity has 5 or more turns of Reverberation, it takes 1d4Thunder damage and must succeed a DC 10  Constitution saving throw or fall  Prone. The condition is removed afterward. Creatures Immune to Thunder damage can't receive Reverberation."
Revitalising Gore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,"Affected entity is drenched in its enemies' blood. It regains 2d6hit points per turn. At level 10, the healing is increased to 4d6hit points per turn."
Righteous Clarity,,,,,,,,,,,,,,,,,,,PRO,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,Has a +proficiency bonus to Attack rolls.
Ritual Chant: Bhaal's Power Word Kill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,"As part of the challenge to enter the temple, the Farslayer has begun chanting. It can cast  Bhaal's Power Word Kill once its profane ritual ends. Exiting the Farslayer's chanting range of 55 m / 183 ft makes its enemies invulnerable to the effect. Slaying the Farslayer stops the ritual and wins the conflict."
Ritual Component,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,Astarion is Incapacitated as part of a profane ritual until Helped.
Ritual Drain: Astarion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,Has an additional bonus action after draining Astarion's life force. This effect can only apply once per round.
Ritual Drain: Violet,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,The creature has an additional +5 to its Armour Class after absorbing Violet's strength.
Ritual Drain: Yousen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,The creature gains 3d8hit points every turn while drawing on Yousen's vitality.
Ritual Sources,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,"For each ritual source, your movement increases by  1 m / 3 ft, you receive  10 temporary hit pointss and your attacks and spells deal an additional 1d10Necrotic damage, after draining a vampire spawn's life force."
Roiling Hellfire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,"6d6 (6~36) Fire Flames from the heart of Avernus engulf this entity, inflicting 6d6Fire damage per turn."
Rotten Reflux,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,"Necrotic damage has spoiled Thisobald's special brew, letting him use  Rotting Regurgitation."
Rotting,,,,CHA,,DIS,,,,,,,"Persuasion, Performance, Intimidation, Deception",,DIS,,,,,,,,,,CHA,,DIS,,,,,,,,,,,,,FALSE,TRUE,Open wound is starting to rot.  Disadvantage on  Ability checks and  Saving throws using Charisma. DC 15  Constitution saving throw to remove condition when the condition expires from duration. Failure will lead to you gaining  Flesh Rot.
Rumbling with Kereska's Thunder,,,,,,,,Thunder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,"Affected entity has resistance to Thunder damage. Its thunder spells deal additional damage equal to its proficiency bonus. When it deals spell damage, it inflicts 2 turns of  Reverberation upon the target. While attuned to Kereska's thunder, it can cast  Shatter and  Destructive Wave at 5th level once per short rest."
Ruptured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,"Take 1d4Piercing for each  1 m / 3 ft movement. Each time the damage is triggered, reduce the condition duration by 1."
Sacred Defiance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,Affected entity has  Advantage against the effects of  Turn Undead while near the spellcaster.
Sacred Defiance Aura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,Affected entity and nearby undead have  Advantage against the effect of Turn Undead.
Sacred Flame,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,The affected entity sheds light in 1.5m radius. It cannot become  Invisible. Enemies are more likely to target this character during the trial.
Sacred Munitions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,Affected entity's ranged weapon attacks possibly inflict  Turn Undead on a target.
Sacred Weapon,,,,,,,,,,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,Wielder's Charisma Modifier is added to Attack Rolls made with this weapon. The weapon has become magical and emits light.
Sacrificed Soul,,,,,,,,,,,,,,,,,,,,DIS,,,,,,,,,,,,,,,,ADV,,,,FALSE,TRUE,"The affected entity has  Disadvantage on Attack Rolls, and attacks against it have  Advantage while the creature that sacrificed its soul is alive."
Sacrificial Lamb,,,,,,,,"Thunder, Bludgeoning, Piercing, Slashing, Acid, Cold, Fire, Force, Lightning, Necrotic, Poison, Psychic, Radiant",,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,,,,,,,FALSE,TRUE,"Entity can't move or take actions, bonus actions, or reactions while enveloped in vampiric magic. If Cazador draws power from all the spawns bound this way three times, he will ascend. Grants resistance to all damage types."
Sanctuary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,"Affected entity can't be targeted by enemy attacks or spells. However, it can still take damage from spells that influence a larger area. Condition ends if the affected entity attacks or harms another creature, and will receive  Sanctuary Blocked for 1 turn."
Sanctuary Blocked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,Affected entity can't receive  Sanctuary
Sanctuary of Loss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,The Nightbringer's dark arcana stops this entity being directly targeted by spells or attacks until it takes a harmful action. Areas of effect can still harm this entity. Viconia can still use  Heartwrench and keep this protection.
Sapped,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,Target has been psionically drained.
Sapping Curse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,"This cursed energy drains vitality of anyone who dares get closer. Any creature within range of the affected entity gains the condition  Vitality Drain, and takes 4d6+4Necrotic per turn. Take half damage on succeeding DC 8  Wisdom saving throw. Target is cursed."
Savage Howl,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,20,FALSE,TRUE,Movement Speed increased by  5 m / 17 ft. Gains  20 temporary hit points
Scarlet Remittance +1,,,,,,,,,,,,,,,,,,,1,,,1,Weapon,,,,,1,,,,,,,,,,,,FALSE,TRUE,"Affected entity has +1 bonus to Attack rolls, damage, and Spell Save DC."
Scarlet Remittance +2,,,,,,,,,,,,,,,,,,,2,,,2,Weapon,,,,,2,,,,,,,,,,,,FALSE,TRUE,"Affected entity has +2 bonus to Attack rolls, damage, and Spell Save DC."
Scarlet Remittance +3,,,,,,,,,,,,,,,,,,,3,,,3,Weapon,,,,,3,,,,,,,,,,,,FALSE,TRUE,"Affected entity has +3 bonus to Attack rolls, damage, and Spell Save DC."
Scarlet Saturation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,Your next attack is guaranteed to Critically Hit.
Scarlet Stupor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,The next creature to roll a  Saving throw against one of your spells has  Disadvantage.
Scorching Siphon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,A nearby fire myrmidon grants the affected entity Immunity to Fire damage and an additional 3d8Fire damage to  Elemental Retort. The affected entity also gains temporary access to  Fireball and an additional  Reaction per turn.
Scratch's Sniff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,Scratch has discovered something of note nearby.
Sea Plague,,,,STR,,DIS,,,,,,,Athletics,,DIS,,,,,DIS,,,,,STR,,DIS,,,,,,,,,,,,,FALSE,TRUE,"Beaded and adrip with thick oily sweat, the affected entity has  Disadvantage on  Ability checks,  Saving throws, and Attack rolls using  Strength."
Searing Smite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,Takes 1d6Fire damage per turn. The condition ends if target succeeds a Constitution  Saving throw.
See Invisibility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,Can see Invisible creatures within  9 m / 30 ft. Creatures must succeed a Dexterity  Saving throw or lose their Invisibility.
Seeming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,Appearance is entirely changed.
Seething Fury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,"Rage brews within the gnoll. Once it gives in to its fury, it'll be able to attack multiple times per turn. This will evolve into  Festering Frenzy and then  Frenzied Fury, which will allow the gnoll to attack three times per turn."
Seized by Planar Binding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,"Affected entity follows and fights for the one who has bound it. Every time it takes damage, it may break the caster's control over it with a successful  Wisdom saving throw."
Self-Same Trial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,"Shar has created this reflection as a test. If a creature attacks a reflection that is not their own, it incurs  Cheater's Folly."
Selune's Blessing: Lunar Brand,,,,,,,,,,,,,,,,,,,,,,1d4,Radiant,,,,,,,,,,,,,,,,,FALSE,TRUE,Your attacks deal an additional 1d4Radiant damage.
Selune's Blessing: Moonsnare,,,,,,,,,,,,,,,,x0.5,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,Movement speed halved.
Selûne's Ire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,"As a reaction, the Sliver can deal 12d12Radiant damage to an attacker. It can use  Selûne's Ire again after its next turn."
Selûne's Seal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,"A protective shield surrounds the chest, dealing 4d6Radiant damage to any heretics that touch it."
Sentinel Foe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,FALSE,TRUE,Can't move. Restrained by an Opportunity Attack from a Sentinel.
Septic,,,,CON,,DIS,,,CON,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,"Affected entity has its Constitution reduced by 1, and has  Disadvantage on Constitution  Saving throws"
Serpent Fang Toxin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,Affected entity takes 1d6Poison damage at the end of its next turn.
Severe Arcane Hunger,,,,,,DIS,,,,,,,,,,x0.5,,,,,,,,,,,DIS,,,,,,,,,,,,,FALSE,TRUE,The Netherese Orb in Gale's body is severely weakening him. He has  Disadvantage on Attack rolls and all  Saving throws. His movement speed is halved.
Severed Soul,,,,,,,,,,,,,,,DIS,,,,,DIS,,,,,,,DIS,,,,,,,,,,,,,FALSE,TRUE,"With no soul to motivate it, the affected entity has  Disadvantage on Attack rolls and all  Ability checks until  Restore Soul is cast on a Soul Pillar or Raphael."
Shackled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,Chained to the ground with iron shackles
Shadespell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,"As long as it remains obscured, the affected entity has +1 to spell save DC."
Shadow Curse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,"Without a light source, you will take 2d4Necrotic damage every turn. This damage doubles each turn the party members are affected by the Shadow Curse."
Shadow Infusion (Hound of Ill Omen),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,Close to another creature of the shadows. The Hound of Ill Omen has gained the Right Behind You reaction.
Shadow Infusion (Accursed Spectre),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,Close to another creature of the shadows. The Accursed Spectre has gained the Splinter Shadow reaction.
Shadow Possession,,,,,,,,,,,,,,,,,,,,,,1d4,Necrotic,,,,,,,,,,,,,,,,,FALSE,TRUE,Affected entity is possessed by frenzied shadows and will attack the nearest creature. Its weapon attacks deal an additional 1d4Necrotic damage.
Shadow Step,,,,,,,,,,,,,,,,,,,,ADV,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,Affected entity has  Advantage on their next melee Attack roll
Shadow Veil,,,,,,,,"Bludgeoning, Piercing, Slashing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,"Because it is Lightly or Heavily Obscured, this entity is Resistant to Bludgeoning, Piercing, and Slashing damage."
Shadow Visage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,This visage is floating in shadowy limbo. It cannot be damaged until drawn into combat.
Shadow-Animated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,"This armour is animated by shadow, increasing its Ability Scores and Hit Points."
Shadow-Cursed Undead,,,,,,,,Necrotic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,"Those who die in the shadows are cursed to remain there forever. These undead have reduced Hit Points and Strength, are Resistant to Necrotic damage and cannot use Spells or Weapon Actions."
Shadow-Cursed Vines,,,,DEX,,DIS,,,,,,,,,,,,,,DIS,,,,,,,,,,,TRUE,,,,,ADV,,,,FALSE,TRUE,"Affected entity can't move and takes 1-4NecroticDRS damage per turn. Attack Rolls against it have  Advantage, while its Attack Rolls and Dexterity  Saving throws have  Disadvantage."
Shapechanged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,This creature has shapechanged into a male human.
Shar's Blessing: Barrier of Darkness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,You have an  Advantage on  Saving throws while in darkness or dim light.
Shar's Embrace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,You cannot move or escape while locked in the  Dark Lady's clutches.
Shar-Stricken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,"The Lady of Loss  Hexes you, causing a temporary lapse in your agility."
Sharran Retribution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,Shield of Faith reduces all damage by 2 and deals 1d4Necrotic damage back at the attacker.
Shattered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,Imbued with the gnawing exhaustion of endless labour. Receives an additional 1d4Piercing when struck by the war pick Deep Delver.
Shattered Psyche,,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,Armour Class is reduced by 2.
Shattered Psyche (Full-illithid),,-6,,,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,"Your Armour Class Armour Class is reduced by 6, you have a -5 penalty to all  Saving throws, and  Disadvantage on Concentration saving throws."
Shell of Resistance,,,,,,,"Thunder, Fire","Lightning, Bludgeoning, Piercing, Slashing, Cold, Acid, Force, Necrotic, Radiant, Psychic, Poison",,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,"Gortash has Immunity to Thunder damage, Resistance to physical and elemental damage for one turn, an extra bonus action and  3 m / 10 ft extra Movement Speed. Tactician only Gortash has Immunity to Fire as well."
Shield,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,Immune to Magic Missile.
Shield of Faith,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,Receives +2 bonus to Armour Class Armour Class.
Shield of Screams,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,Protected by the screams of his enemies. Attackers take 2d6Psychic damage when they hit Nere with a melee attack.
Shielded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,Shielded from the Voice of the Absolute.
Shillelagh,,,,,,,,,,,,,,,,,,,,,,1d8,Bludgeoning,,,,,,,,,,,,,,,,,FALSE,TRUE,Creature's weapon is magical and deals  1d8Bludgeoning damage. Attack rolls use the wielder's Spellcasting modifier.
Shillelagh (Strengthened),,,,,,,,,,,,,,,,,,,,,,4d8,Bludgeoning,,,,,,,,,,,,,,,,,FALSE,TRUE,Creature's weapon is magical and deals 4d8Bludgeoning damage. Attack rolls use the wielder's Spellcasting Ability Modifier. This condition is only available to the summoned Dryad
Shocked,,,,DEX,,DIS,,,,,,,"Acrobatics, Sleight of Hand, Stealth",,DIS,,,,,,,,,,DEX,,DIS,,,,,,,,,,,,,FALSE,TRUE,Cannot take reactions and has  Disadvantage on Ability Checks and Saving Throws using Dexterity.
Shocking Brew,,,,,,,,,,,,,,,,,,,,,,2d6,Lightning,,,,,,,,,,,,,,,,,FALSE,TRUE,Affected entity deals an additional 2d6Lightning damage while infused with Thisobald's current brew.
Shocking Grasp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,FALSE,TRUE,Cannot take Reactions.
Shredded Armour,,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,Removed by healing.
Shrouded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,This painting is obscured while within  6 m / 20 ft of the Judge.
Shrouded Sentence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,"The Judge is obscuring paintings within  6 m / 20 ft, preventing judgement being passed on an accused soul."
Sickened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cold, Bludgeoning, Piercing, Slashing, Acid, Fire, Force, Lightning, Necrotic, Poison, Psychic, Thunder",,,,,,,,,,,FALSE,TRUE,"Overpowering, indescribable sickness. Vulnerable to most types of damage. Vulnerable to all damage types except Radiant"
Silence Aura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,"While it remains in the aura, affected entity is  Silenced."
Silenced,,,,,,,Thunder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,"Creature can't speak or cast spells with a verbal component, and is immune to Thunder damage."
Silkroot Euphoria,,,,,,,,,,,,,"Acrobatics, Sleight of Hand, Stealth, Deception, Intimidation, Performance, Persuasion",,DIS,,,,,,,,,,"DEX, CHA",,DIS,,,,,,,,,,,,,FALSE,TRUE,The creature suffers  Disadvantage on Dexterity and Charisma checks.
Silvanus' Blessing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nature, Animal Handling",,FALSE,TRUE,Has Proficiency in Nature and Animal Handling
Silvered Bulwark,,,,,,,"Thunder, Bludgeoning, Piercing, Slashing, Acid, Cold, Fire, Force, Radiant, Psychic, Poison, Necrotic, Lightning",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,Affected entity is Immune to all damage. This protection is shared by every creature and object within the barrier.
Simple Toxin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,Affected entity takes 1d4Poison damage at the end of its next turn.
Singing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,The harpy  Lures nearby creatures with a magical melody. The song ends if she is incapacitated or loses concentration.
Singing Sword: Shriek,,,,,-1d4,,,,,,,,,,,,,,-1d4,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,"Affected entity has  1d4 penalty to all  Saving throws and Attack rolls. When it is damaged, it takes an additional 1d4Thunder damage."
Singing Sword: Shrieking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,Enemies within  6 m / 20 ft of range have  1d4 penalty to all  Saving throws and Attack rolls and take an additional 1d4Thunder damage.
Singing Sword: Singing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,All allies within  6 m / 20 ft of range have 1d4 bonus to Attack rolls and  Saving throws.
Singing Sword: Song,,,,,1d4,,,,,,,,,,,,,,1d4,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,Wielder has 1d4 bonus to Attack rolls and  Saving throws.
Sinister Lord,,5,,,,,,,,,,,,,,7,,,,,,7d10,Necrotic,,,,,,,,,,,,,,,,,FALSE,TRUE,"With the ritual complete Cazador has ascended. His movement speed is permanently increased by 7 m / 23 ft, the damage of his attacks and spells increases by 7~70Necrotic, and he regains 100hit points per turn."
Sinister Seal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,Dark energy envelops this door.
Skilled Skullduggery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,"While hidden, the number the affected entity needs to roll a Critical Hit while attacking is reduced by 1. This effect can stack."
Slash the Weak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Slashing,,,,,,,,,,,FALSE,TRUE,"Affected entity is Vulnerable to Slashing damage for 3 turns, or until it takes damage."
Slayer Form,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,"Affected entity has embraced its savage compulsions, allowing it to assume its Slayer form."
Sleeping,,,,"STR, DEX",-100,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,,,ADV,,,,FALSE,TRUE,"A sleeping creature cannot move or act. Moreover, the creature automatically fails  Strength and Dexterity saving throws. Attack rolls against it have  Advantage, and any attack that hits the creature is a critical hit if the attacker is within 1.5 m / 5 ft of the creature. Removed by taking damage, becoming  Wet, receiving  Help or being  Shoved."
