Name,Image,Permanent Conditions,Skills,Skill Bonus,Skill Factor,ST Ability,ST Bonus,ST Factor,Ability,Ability Bonus,Ability Max,Skills Proficiency,Armour Proficiency,Weapon Proficiency,Initiative,Reduce Damage Type,Reduce Damage,Darkvision,AC,AC Mod,Extra HP/Level,Actions,Spells,Cantrips,Immunity,Immune to Conditions,Movement,Expertise,Resistance,Temporary HP,Critical Chance,Attack Type,Weapon DMG,Weapon DMG Type,AR Types,AR Bonus,AR Factor,Spell Save DC,Unarmed DMG Bonus,Unarmed DMG Type,Carrying capacity,Illithid Power,Condition,Condition Duration,Condition DC,Condition Ability,ST Spell Bonus,ST Proficiency,Requirements,Jump Distance,Ignore,DONE,Desc 1,Desc 2
Superior Material (-2),,,,,,,,,,,,,,,,Slashing,2,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,TRUE,Superior Material is a passive feature that provides some damage reduction. ,You take 2 less ⁠Slashing damage. 
Superior Padding (-1),,,,,,,,,,,,,,,,Bludgeoning,1,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,TRUE,Superior Padding is a passive feature that lets the owner take less bludgeoning damage. ,You take 1 less ⁠Bludgeoning damage. 
Superior Padding (-2),,,,,,,,,,,,,,,,Bludgeoning,2,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,TRUE,Superior Padding is a passive feature that lets the owner take less bludgeoning damage. ,You take 2 less ⁠Bludgeoning damage. 
Superior Plate (-1),,,,,,,,,,,,,,,,Piercing,1,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,TRUE,Superior Plate is a passive feature that lets the owner take less piercing damage. ,You take 1 less ⁠Piercing damage. 
Superior Plate (-2),,,,,,,,,,,,,,,,Piercing,2,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,TRUE,Superior Plate is a passive feature that lets the owner take less piercing damage. ,You take 2 less ⁠Piercing damage. 
Supreme Githyanki Parry,,,,,,,,,,,,,,,,,,,,,,,,,,"Blinded, Incapacitated, Restrained",,,,,,,,,,,,,,,,FALSE,Ready to Parry,1 Turn,,,,,,,TRUE,FALSE,"Supreme Githyanki Parry is an NPC-exclusive passive feature and reaction that allows githyanki warriors to parry attacks with their greatswords, reducing incoming damage by 20. ","Parry unarmed and weapon attacks to reduce their damage by 20. You must be wielding a Greatsword and you can't be Incapacitated, Blinded[See Notes], or Restrained. "
Surge Accuracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,Burst of Accuracy,1 Turn,,,,,,,TRUE,FALSE,Surge Accuracy is a passive feature that makes you more likely to hit after you action surge. ,"When you use  Action Surge, gain a   +1d4 bonus to Attack rolls for the rest of your turn. "
Swamp I,,,,,,,,,,,,,,,,,,,,,,,"Melf's Acid Arrow, Darkness",,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,TRUE,Swamp is a passive feature available to Circle of the Land Druids that pick this as their Land. It grants a couple extra spells every two levels ,You can cast  Melf's Acid Arrow and  Darkness. At higher levels You can cast  Stinking Cloud and  Vampiric Touch. You can cast  Blight and  Grasping Vine. You can cast  Contagion and  Cloudkill. 
Swamp II,,,,,,,,,,,,,,,,,,,,,,,"Stinking Cloud, Vampiric Touch",,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,TRUE,Swamp is a passive feature available to Circle of the Land Druids that pick this as their Land. It grants a couple extra spells every two levels ,You can cast  Melf's Acid Arrow and  Darkness. At higher levels You can cast  Stinking Cloud and  Vampiric Touch. You can cast  Blight and  Grasping Vine. You can cast  Contagion and  Cloudkill. 
Swamp III,,,,,,,,,,,,,,,,,,,,,,,"Blight, Grasping Vine",,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,TRUE,Swamp is a passive feature available to Circle of the Land Druids that pick this as their Land. It grants a couple extra spells every two levels ,You can cast  Melf's Acid Arrow and  Darkness. At higher levels You can cast  Stinking Cloud and  Vampiric Touch. You can cast  Blight and  Grasping Vine. You can cast  Contagion and  Cloudkill. 
Swamp IV,,,,,,,,,,,,,,,,,,,,,,,"Contagion, Cloudkill",,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,TRUE,Swamp is a passive feature available to Circle of the Land Druids that pick this as their Land. It grants a couple extra spells every two levels ,You can cast  Melf's Acid Arrow and  Darkness. At higher levels You can cast  Stinking Cloud and  Vampiric Touch. You can cast  Blight and  Grasping Vine. You can cast  Contagion and  Cloudkill. 
Swathed in Shadow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,"Swathed in Shadow is a passive feature that allows the wearer to resist spells better, while in shadow. ","While Obscured by shadow, the wearer gains +1 to  Saving throws when attacked.[See: Bugs] "
Sweet Bloodletting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,Bleeding,2 Turns,15,CON,,,,,TRUE,FALSE,Sweet Bloodletting is a passive feature that causes targets to bleed when attacked while hidden. ,Possibly inflict  Bleeding when hitting a creature with this weapon while  Hiding or  Invisible. 
Swift Strides,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,Momentum,3 Turns,,,,,,,TRUE,FALSE,Swift Strides is a passive feature that increases the user's movement speed whenever they dash.,"When the wearer  Dashes or takes a similar action during combat, they gain  Momentum for 3 turns. "
Sword Mastery,,,,,,,,,,,,,,"Longswords, Shortswords, Greatswords",,,,,,,,,,,,,,,,,,,,,Melee,1,,,,,,FALSE,,,,,,,,,FALSE,TRUE,Sword Mastery is a passive feature that grants the wearer proficiency in a number of swords. ,"You gain Proficiency with  shortswords,  longswords, and  greatswords. In addition, you gain a +1 bonus to melee Attack rolls. "
Synergetic Cantrips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,Arcane Synergy,2 Turns,,,,,,,TRUE,FALSE,Synergetic Cantrips is a passive feature that applies when dealing damage with a cantrip. ,"When you deal damage with a Cantrip, you gain  Arcane Synergy for 2 turns. "
Synergetic Moments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,Arcane Synergy,2 Turns,,,,,,,TRUE,FALSE,Synergetic Moments is a passive feature that adds damage equal to your spellcasting ability after inflicting a condition. ,"When you inflict a condition, gain  Arcane Synergy for 2 turns.[See: Bugs] "
Tactical Discipline,,,,,ADV,,,ADV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,TRUE,Tactical Discipline is a passive feature that grants the user advantage on all ability checks and saving throws during combat. ,You are an expert in mustering self-control to gain an edge over your foes. You gain  Advantage on all Ability Checks and  Saving throws during combat. 
Talkative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,Talkative is a Passive Feature that allows a creature to cast spells. ,Despite its lack of lips this creature can cast spells that have a verbal component. 
Tanglevine Form,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,Entangled,2 Turns,13,STR,,,,,TRUE,FALSE,Tanglevine Form is a passive feature that allows its user to defend itself by entangling enemies. ,Any creature making a melee attack against this mess of writhing vines may become  Entangled 
Tavern Brawler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Melee Unarmed, Ranged Unarmed",STR,,,STR,Unarmed,,FALSE,,,,,,,,,FALSE,TRUE,Tavern Brawler is a passive feature obtainable by the Feat of the same name. Users of this feature excel at improvised and unarmed fighting and deal more damage more often. ,"Increase your  Strength or  Constitution by 1, to a maximum of 20. When you make an unarmed attack, use an improvised weapon, or throw something, your Strength Modifier is added to the damage and Attack rolls an additional time. "
Temperature Adjustment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fire, Cold",,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,TRUE,Temperature Adjustment is a passive feature that lets the user resist fire and cold damage. ,You have Resistance to ⁠Fire and ⁠Cold Damage. 
Tempestuous Magic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,Tempestuous Magic: Flight,1 Turn,,,,,,,TRUE,FALSE,Tempestuous Magic is a Storm Sorcery Sorcerer passive feature that enables you to safely disengage from enemies after casting a leveled spell. ,After you cast a Level 1 Spell or higher you can  Fly as a Bonus Action up to  9 m / 30 ft until the end of your turn without receiving Opportunity Attacks. 
Tenacity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,"Tenacity is a feature that allows the user to apply damage, even on a miss. ","When you miss an attack, you deal Strength Modifier⁠Bludgeoning damage (minimum of 1) anyway. "
Territorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,Territorial is a passive feature available to Bulette creatures. ,The Bulette will attack other monstrosities before going after smaller prey. 
The Blade of Frontiers,,,,,,,,,,,,,,Rapiers,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,The Blade of Frontiers is a passive feature that grants Wyll proficiency with Rapiers. ,"The Champion of the Sword Coast, renowned for his heroic deeds and unusual stone eye. "
The Comeback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,The Comeback is a passive feature that grants a creature temporary HP when you heal them. ,"When the wearer heals a target, it gains an additional  3 temporary hit points. Can only have temporary hit points from one source. "
The Pain Maiden's Blessing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,The Pain Maiden's Blessing,1 Turn,,,,,,,TRUE,FALSE,The Pain Maiden's Blessing is a passive feature that blesses the wielder after a successful attack. ,"After a successful attack with this dagger, the wielder receives a +1d4 bonus to Attack Rolls and Saving Throws until the end of their next turn[See: Bugs]. "
The Scourge Mistress' Bane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,Bane,2 Turns,,,,,,,TRUE,FALSE,The Scourge Mistress' Bane is a passive feature that can apply  Bane but will hurt the wielder if they are too healthy. ,"Chance to inflict upon the target a 1d4 penalty to Attack rolls and  Saving throws. If the attacker still has 50% or more hit points, they take 1d6⁠Piercing themselves. A Baned creature receives a 1d4 penalty to Attack Rolls and Saving Throws. "
The Shadow Itself,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,Invisible,2 Turns,,,,,,,TRUE,FALSE,The Shadow Itself is a passive feature that cloaks the wearer in invisibility whenever they kill an enemy. ,"Once per turn when you kill an enemy, shroud yourself in primeval darkness to become  Invisible for 2 turns. "
The Tharchiate Codex: Blessing,,Tharchiate Vigour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,TRUE,The Tharciate Codex: Blessing is a passive feature granted after lifting the  Tharchiate Withering curse. ,"Once per Long Rest, gain  20 temporary hit points. "
The Water Caller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,Wet,3 Turns,,,,,,,TRUE,FALSE,"The Water Caller is a passive feature that produces water on hit with this weapon, soaking the target. ","On a hit, inflict  Wet and create a  2 m / 7 ft  Water surface centred around the target. "
Thermodynamo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,Heat,2 Turns,,,,,,,TRUE,FALSE,Thermodynamo is a passive feature that grants Heat when you deal damage. ,"Whenever you deal damage with this weapon, you gain 2 turns of  Heat. "
Thief of Five Fates,,,,,,,,,,,,,,,,,,,,,,,Bane,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,TRUE,Thief of Five Fates is an Eldritch Invocation from the Warlock class. It allows you to cast Bane (spell) once per Long Rest. ,"Once per Long Rest, you can cast  Bane using a Warlock Spell Slot. Bane targets up to 3 creatures. They receive a 1d4 penalty to Attack Rolls and Saving Throws. "
Thought Shield: Psychic Reflection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,Thought Shield: Psychic Reflection is a passive feature unique to The Great Old One Warlock subclass that damages attackers with the same damage when damaged with Psychic damage. ,"Your patron doesn't appreciate attempts to attack your mind. When you take ⁠Psychic damage, your attacker takes the same damage. "
Thought Shield: Psychic Resistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Psychic,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,TRUE,Thought Shield: Psychic Resistance is a passive feature unique to The Great Old One Warlock subclass that grants Resistance to Psychic damage. ,An elder being shields your brain. You gain Resistance to ⁠Psychic damage. 
Throw Damage Immunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,Throw Damage Immunity is a passive feature exclusive to  Boo which prevents him from receiving any damage when thrown. ,Creature is immune to being damaged by being thrown. 
Throwing Boost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,Throwing Boost is a passive feature that increases the wearer's throwing damage. ,The wearer gains a   1d4 bonus to  Throw damage. 
Throwing: Lightning Damage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,Throwing: Lightning Damage is a passive feature that increases the damage dealt when thrown. ,"When launched at a target, deal an additional 1d4⁠Lightning damage. "
Thunderbolt Strike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,Thunderbolt Strike is a Tempest Domain cleric passive feature that pushes Large or smaller creatures 3 m / 10 ft that are dealt ⁠Thunder or ⁠Lightning damage from the cleric. ,"When you deal ⁠Thunder or ⁠Lightning damage to a creature that is Large or smaller, you can also push it up to 3 m / 10 ft. "
Thunderous Acuity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,Arcane Acuity,2 Turns,,,,,,,TRUE,FALSE,Thunderous Acuity is a passive feature that improves the wearer's spell power after dealing thunder damage. ,"Whenever the wearer deals ⁠Thunder damage, they gain  Arcane Acuity. "
Thunderous Conversion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,Reverberation,2 Turns,,,,,,,TRUE,FALSE,"Thunderous Conversion is a passive feature that disorients the user's target whenever they deal thunder, lightning or radiant damage. ","When the wearer deals ⁠Thunder, ⁠Lightning, or ⁠Radiant damage, inflict 2 turns of  Reverberation upon the target(s). "
Tides of Chaos,,,,,,,,,,,,,,,,,,,,,,Tides of Chaos,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,TRUE,Tides of Chaos is a toggleable passive feature which grants Advantage on the user's next Ability Check and increases their chance of a Wild Magic surge afterwards to 50% (normally 5%). ,"Activate to gain  Advantage on your next Attack roll,  Ability check, or  Saving throw. Increased chance of  Wild Magic surge afterwards. "
Tiger Heart,,,,,,,,,,,,,,,,,,,,,,"Rage: Tiger Heart, Tiger's Bloodlust",,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,TRUE,Tiger Heart is a passive feature that grants a Wildheart Barbarian a special version of Rage and another ability. ,"While  Raging, you can use  Tiger's Bloodlust, and your jump distance increases by  4.5 m / 15 ft. "
Time Thoroughly Bided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,Arcane Charge,2 Turns,,,,,,,TRUE,FALSE,Time Thoroughly Bided is a passive feature that enhances the user's damage. ,The wearer gains  Arcane Charge whenever they are hit by a melee attack. 
Tippler's Rage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,Tippler's Rage is a passive feature that enhances your chance to hit and causes a blast with extra damage but only while drunk. ,"While you are  Drunk, you have  Advantage on Attack rolls. You also create a blast with each attack, dealing 1d4⁠Thunder for  3 m / 10 ft. "
Titan Weapon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,Titan Weapon is a passive feature that adds your Strength modifier to your ranged weapon attacks. ,This weapon deals additional damage equal to your Strength Modifier. The weapon only adds the modifier if it improves your chance to hit. 
Toggle Non-Lethal Attacks,,Non-Lethal Damage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,TRUE,"Toggle Non-Lethal Attacks is a common toggleable passive feature that allows users to knock targets out instead of killing them. Toggling on/off will apply to the entire party of playable characters, but not to summons such as familiars. While this passive is turned on, when an Unarmed Strike or melee weapon attack reduces a creatures hit points to zero or one, it becomes  Knocked Out or  Knocked Out (Temporary). ",Knock someone  Unconscious instead of killing them. Must be unarmed or using a melee weapon. Doesn't work on undead or constructs. 
Torturous Edges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,Tortured,2 Turns,10,CHA,,,,,TRUE,FALSE,Torturous Edges is a passive feature that tortures its targets. ,Tortured creatures may receive  Disadvantage on Constitution  Saving throws. 
Tough,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,TRUE,Tough is a passive feature obtainable by a Feat of the same name. Users of this feature have extra Hit Points per character level. ,Your Hit Point maximum increases by 2 for every level you have gained. 
Toxic Secretions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,Madness,2 Turns,,CON,,,,,TRUE,FALSE,Toxic Secretions is a passive feature which can cause Madness in an enemy making a melee attack against the user. ,"When an enemy makes a melee attack against the frog, they need to succeed a Constitution Saving Throw, or succumb to  Madness for two turns. Mad creatures lose control of themselves and become hostile to everyone around them. "
Training in War and Song,,,,,,,,,,,,Performance,Light,"Daggers, Longswords, Rapiers, Scimitars, Shortswords, Sickles",,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,TRUE,Training in War and Song is a passive feature of Bladesinging Wizards which grants them proficiencies in light armour and one-handed blade weapons. ,"You gain proficiency with  Light armour and in the Performance skill. You also gain proficiency with  Daggers,  Longswords,  Rapiers,  Scimitars,  Shortswords, and  Sickles. "
Tranquillity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,Tranquillity is a Way of the Open Hand Monk passive feature that prevents enemies from directly harming the monk until the first time they attack each day (effectively a free use of Sanctuary). ,"Long Rests surround you with an aura of peace, granting you  Sanctuary permanently until you attack. "
Transmuter's Stone,,,,,,,,,,,,,,,,,,,,,,Transmuter's Stone,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,TRUE,Transmuter's Stone lets a Transmutation wizard create Transmuter Stones. ,"You can create  Transmuter's Stones. Once you have created a stone, you need to cast a Transmutation spell of Level 1 or higher or take a Long Rest before you can create another one. "
Treader by Twilight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,Treader by Twilight is a passive feature that increases your armour while obscured. ,You gain a +1 bonus to  Armour Class while obscured. 
Troubadour's Wonder,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,TRUE,Troubadour's Wonder is a passive feature that boosts a bard's ability to inspire. ,"Your  Armour Class increases by 1. In addition, if you have  Bardic Inspiration, you gain 1 more use of it. "
True Strike Riposte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,True Strike Riposte is a passive feature that lets the wielder retaliate against a missed attack. ,"When a creature misses you with a melee attack, you may retaliate and gain  True Strike. "
Turn Resistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,Turn Resistance gives Advantage on Saving Throws against any effect that turns undead. ,Turn Resistance gives  Advantage on  Saving throws against any effect that turns undead. 
Twinkling Constellations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,Twinkling Constellations is a passive feature that improves the starry forms of Circle of the Stars druids. ,"Your Starry Forms are improved. The Archer's damage and the Chalice's healing are each increased by 1d8, and the Dragon gains the ability to hover and to  Fly at a movement speed of 6 m / 20 ft. Once per turn, you can switch to a different Starry Form as a free action. "
Twist of Fortune,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,Twist of Fortune is a passive feature that increases the consistency of your weapon's damage. ,"When you roll 2 or less with this weapon's damage die, reroll it and take the new result. "
Two-Weapon Fighting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,Two-Weapon Fighting is a Fighting style passive feature. ,"When you make an offhand attack, you can add your Ability Score Modifier to the damage of the attack. "
Umbral Attack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1d4,Necrotic,,,,,,,,FALSE,,,,,,,,,FALSE,TRUE,Umbral Attack is a passive feature that adds necrotic damage to the user's weapon attacks. ,Your weapon attacks deal an additional 1d4⁠Necrotic damage. 
Unarmoured Defence (Barbarian),,,,,,,,,,,,,,,,,,,,CON,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,No Armour,,TRUE,FALSE,Unarmoured Defence is a Barbarian passive feature that adds your Constitution modifier to your Armour Class in addition to your Dexterity modifier when not wearing armour. ,"Your body is as resilient as any armour. While not wearing armour, you add your Constitution Modifier to your  Armour Class. Wearing Heavy Armour impedes all positive effects of your Rage. This effect does not stack with Mage Armour. "
Unarmoured Defence (Monk),,,,,,,,,,,,,,,,,,,,WIS,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,No Protection,,TRUE,FALSE,Unarmoured Defence is a Monk passive feature that adds your Wisdom modifier to your  Armour Class when not wearing armour or shields. ,"Your reflexes are as effective as any armour. While not wearing armour, you add your Wisdom Modifier to your  Armour Class. This effect does not stack with Mage Armour. "
Unarmoured Movement,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,Unarmoured Movement is a Monk passive feature that increases movement distance by  3 m / 10 ft while not wearing armour or using a shield. ,Your movement speed increases by  3 m / 10 ft while you are not wearing armour or using a shield. 
Uncanny Dodge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,Uncanny Dodge is a togglable passive gained by Rogues at Level 5. Uncanny Dodge allows the Rogue to reduce incoming damage once per round. ,"Use your lightning-quick reflexes to protect yourself. When an attack hits you, you only take half the usual damage. "
Undead Bane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,Undead Bane is a passive feature that enhances combat against undead creatures. ,Attack rolls with this weapon have  Advantage against Undead.
Undead Fortitude,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,"Undead Fortitude is a passive feature that prevents the user from being killed, unless hit with a Critical Hit or ⁠Radiant damage. ","If the killing blow wasn't a critical hit and wasn't radiant damage, this undead comes back to life with 1 hit point. "
Undead Thralls: Additional Undead,,,,,,,,,,,,,,,,,,,,,,,Animate Dead,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,Undead Thralls: Additional Undead is a Necromancy School Wizard passive feature that allows you to raise additional undead when you cast the Animate Dead spell. ,"When you use  Animate Dead, you can raise an additional corpse. "
Undead Thralls: Animate Dead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,Undead Thralls: Animate Dead is a Necromancy School Wizard passive feature that grants you the spell  Animate Dead. ,"You gain the  Animate Dead spell, if you didn't have it already "
Undead Thralls: Better Summons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,Undead Thralls: Better Summons is a Necromancy School Wizard passive feature that enhances the undead you raise with Animate Dead. They gain additional hit points and extra damage. ,"Creatures created with  Animate Dead have additional hit points equal to your wizard level, and your Proficiency Bonus is added to their damage. "
Undead Ward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,Undead Ward is a passive feature that makes the wearer's allied undead resistant to physical damage. ,"Allied undead within  6 m / 20 ft are Resistant to ⁠Bludgeoning, ⁠Slashing, and ⁠Piercing damage.[See: Bugs] "
Underdark I,,,,,,,,,,,,,,,,,,,,,,,"Web, Misty Step",,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,TRUE,Underdark is a passive feature available to Circle of the Land Druids that pick this as their Land. It grants a couple extra spells every two levels ,You can cast  Web and  Misty Step. At higher levels You can cast  Gaseous Form and  Stinking Cloud. You can cast  Greater Invisibility and  Dominate Beast. You can cast  Contagion and  Cloudkill. 
Underdark II,,,,,,,,,,,,,,,,,,,,,,,"Gaseous Form, Stinking Cloud",,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,TRUE,Underdark is a passive feature available to Circle of the Land Druids that pick this as their Land. It grants a couple extra spells every two levels ,You can cast  Web and  Misty Step. At higher levels You can cast  Gaseous Form and  Stinking Cloud. You can cast  Greater Invisibility and  Dominate Beast. You can cast  Contagion and  Cloudkill. 
Underdark III,,,,,,,,,,,,,,,,,,,,,,,"Greater Invisibility, Dominate Beast",,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,TRUE,Underdark is a passive feature available to Circle of the Land Druids that pick this as their Land. It grants a couple extra spells every two levels ,You can cast  Web and  Misty Step. At higher levels You can cast  Gaseous Form and  Stinking Cloud. You can cast  Greater Invisibility and  Dominate Beast. You can cast  Contagion and  Cloudkill. 
Underdark IV,,,,,,,,,,,,,,,,,,,,,,,"Contagion, Cloudkill",,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,TRUE,Underdark is a passive feature available to Circle of the Land Druids that pick this as their Land. It grants a couple extra spells every two levels ,You can cast  Web and  Misty Step. At higher levels You can cast  Gaseous Form and  Stinking Cloud. You can cast  Greater Invisibility and  Dominate Beast. You can cast  Contagion and  Cloudkill. 
Underdog's Bravery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,Underdog's Bravery is a passive feature that improves the user's attacks while surrounded. ,The wearer gains  Advantage on melee Attack rolls while surrounded by 2 or more foes. 
Unearthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,Unearthly is a passive feature available to Poltergeists that protects them from falling damage. ,This creature is Immune to Falling damage. 
Unflinching Protection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,"Unflinching Protection is a passive feature/reaction granted by the  Unflinching Protector Amulet. The wearer can use this reaction to cause an attack targeting an ally to miss. This cannot be used against attacks targetting the wearer, only allies. ","When a nearby ally is targeted by an attack of any kind, you can use your  Reaction to make that attack automatically miss. This effect can only be used once per Short Rest. "
