Name,Image,Location,Attack Type,Type,Rarity,Weight,Cost,Range,Hold Type,Finesse,Light,Thrown,Ench.,DMG Type 1,DMG1 1H,DMG1 2H,DMG Type 2,DMG2,DMG Type 3,DMG3,Spell,Level,Recharge,Weapon Action,Action,Recharge,Features,Off-hand Only Feature,Off-hand Action,Resistance,AC Bonus,Act,Usable,DONE,,,Melee,Ranged
Trepan,,,Melee,Shortswords,Common,0.9kg,16,1.5m,One-Handed,TRUE,TRUE,FALSE,,Piercing,1d6,1d6,,,,,,,,,Main Hand Attack,,,,Off-Hand Attack (Melee),,,2,TRUE,TRUE,"Trepan is a common variant of the Shortswords family of weapons. It is a simple melee weapon wielded in one hand. As a finesse weapon, it can benefit from the wielder's Dexterity and not just their Strength. It's a light weapon that anyone can dual-wield without special training.",,Kass' Practice Sword,
Chessa's Practice Sword,,,Melee,Shortswords,Common,0.6kg,1,1.5m,One-Handed,TRUE,TRUE,FALSE,,Bludgeoning,1d4,1d4,,,,,,,,,Main Hand Attack,,,,Off-Hand Attack (Melee),,,,TRUE,TRUE,"Chessa's Practice Sword is a mundane, nonmagical variant of the Shortswords family of weapons. It is a simple melee weapon wielded in one hand. As a finesse weapon, it can benefit from the wielder's Dexterity and not just their Strength. It's a light weapon that anyone can dual-wield without special training.",,Shortsword,
Harper Blade,,,Melee,Shortswords,Common,0.9kg,16,1.5m,One-Handed,TRUE,TRUE,FALSE,,Piercing,1d6,1d6,,,,,,,,"Flourish, Piercing Strike",Main Hand Attack,,,,Off-Hand Attack (Melee),,,,TRUE,TRUE,"Harper Blade is a mundane, nonmagical variant of the Shortswords family of weapons. It is a martial melee weapon wielded in one hand. As a finesse weapon, it can benefit from the wielder's Dexterity and not just their Strength. It's a light weapon that anyone can dual-wield without special training.",,Assassin's Shortsword,
Kass' Practice Sword,,,Melee,Shortswords,Common,0.6kg,1,1.5m,One-Handed,TRUE,TRUE,FALSE,,Bludgeoning,1d4,1d4,,,,,,,,,Main Hand Attack,,,,Off-Hand Attack (Melee),,,,TRUE,TRUE,"Kass' Practice Sword is a mundane, nonmagical variant of the Shortswords family of weapons. It is a simple melee weapon wielded in one hand. As a finesse weapon, it can benefit from the wielder's Dexterity and not just their Strength. It's a light weapon that anyone can dual-wield without special training.",,Githyanki Shortsword (+1),
Shortsword,,,Melee,Shortswords,Common,0.9kg,16,1.5m,One-Handed,TRUE,TRUE,FALSE,,Piercing,1d6,1d6,,,,,,,,"Flourish, Piercing Strike",Main Hand Attack,,,,Off-Hand Attack (Melee),,,1,TRUE,TRUE,"Shortsword is a mundane, nonmagical variant of the Shortswords family of weapons. It is a martial melee weapon wielded in one hand. As a finesse weapon, it can benefit from the wielder's Dexterity and not just their Strength. It's a light weapon that anyone can dual-wield without special training.",,Render of Mind and Body,
Shortsword (Yurgir),,,Melee,Shortswords,Common,0.9kg,16,1.5m,One-Handed,TRUE,TRUE,FALSE,,Piercing,2d4,2d4,,,,,,,,,Main Hand Attack,,,,Off-Hand Attack (Melee),,,,FALSE,TRUE,"Shortsword (Yurgir) is a special variant of the Shortswords family of weapons. It is a martial melee weapon wielded in one hand. As a finesse weapon, it can benefit from the wielder's Dexterity and not just their Strength. It's a light weapon that anyone can dual-wield without special training.",,Shadow Blade (weapon),
Assassin's Shortsword,,,Melee,Shortswords,Uncommon,0.9kg,65,1.5m,One-Handed,TRUE,TRUE,FALSE,1,Piercing,1d6,1d6,,,,,,,,"Flourish, Piercing Strike",Main Hand Attack,,,,Off-Hand Attack (Melee),,,2,TRUE,FALSE,Assassin's Shortsword is an uncommon +1 Shortsword that grants the wielder Advantage on Stealth checks.,,Shortsword +1,
Githyanki Shortsword (+1),,,Melee,Shortswords,Uncommon,0.9kg,40,1.5m,One-Handed,TRUE,TRUE,FALSE,1,Piercing,1d6,1d6,,,,,,,,"Flourish, Piercing Strike",Main Hand Attack,,,,Off-Hand Attack (Melee),,,,TRUE,TRUE,"Githyanki Shortsword is an uncommon, lightly enchanted (+1) variant of the Shortswords family of weapons. It is a martial melee weapon wielded in one hand. As a finesse weapon, it can benefit from the wielder's Dexterity and not just their Strength. It's a light weapon that anyone can dual-wield without special training.",,Shortsword of First Blood,
Render of Mind and Body,,,Melee,Shortswords,Uncommon,0.9kg,65,1.5m,One-Handed,TRUE,TRUE,FALSE,1,Piercing,1d6,1d6,,,,,,,,"Flourish, Piercing Strike",Main Hand Attack,,Psychic Steel Virtuoso,,Off-Hand Attack (Melee),,,2,TRUE,TRUE,Render of Mind and Body is an uncommon +1 Shortsword that deals additional Psychic damage whenever the attack is made at Advantage.,,Steelforged Sword,
Shadow Blade (weapon),,,Melee,Shortswords,Uncommon,0.9kg,65,1.5m,One-Handed,TRUE,TRUE,FALSE,,Psychic,2d8,2d8,,,,,,,,"Flourish, Piercing Strike",Main Hand Attack,,Shadow Blade,,Off-Hand Attack (Melee),,,,TRUE,TRUE,Shadow Blade is an uncommon Shortsword which grants the wielder advantage against Lightly or Heavily Obscured targets when using this blade. It also deals 2d8 Psychic damage instead of the usual 1d6.,,Trepan (+1),
Shortsword +1,,,Melee,Shortswords,Uncommon,0.9kg,40,1.5m,One-Handed,TRUE,TRUE,FALSE,1,Piercing,1d6,1d6,,,,,,,,"Flourish, Piercing Strike",Main Hand Attack,,,,Off-Hand Attack (Melee),,,,TRUE,TRUE,"Shortsword +1 is an uncommon, lightly enchanted (+1) variant of the Shortswords family of weapons. It is a martial melee weapon wielded in one hand. As a finesse weapon, it can benefit from the wielder's Dexterity and not just their Strength. It's a light weapon that anyone can dual-wield without special training.",,Ambusher,
Shortsword of First Blood,,,Melee,Shortswords,Uncommon,0.9kg,65,1.5m,One-Handed,TRUE,TRUE,FALSE,,Piercing,1d6,1d6,,,,,,,,"Flourish, Piercing Strike",Main Hand Attack,,Break the Unbroken,,Off-Hand Attack (Melee),,,1,TRUE,TRUE,The Shortsword of First Blood is an uncommon Shortsword. It deals more damage to enemies who have not been injured yet.,,Fleshrender,
Steelforged Sword,,,Melee,Shortswords,Uncommon,0.9kg,60,1.5m,One-Handed,TRUE,TRUE,FALSE,1,Piercing,1d6,1d6,,,,,,,,"Flourish, Piercing Strike",Main Hand Attack,,,,Off-Hand Attack (Melee),,,,TRUE,TRUE,"Steelforged Sword is an uncommon, lightly enchanted (+1) variant of the Shortswords family of weapons. It is a martial melee weapon wielded in one hand. As a finesse weapon, it can benefit from the wielder's Dexterity and not just their Strength. It's a light weapon that anyone can dual-wield without special training.",,Shortsword +2,
Trepan (+1),,,Melee,Shortswords,Uncommon,0.9kg,16,1.5m,One-Handed,TRUE,TRUE,FALSE,1,Piercing,1d6,1d6,,,,,,,,"Flourish, Piercing Strike, Trephination",Main Hand Attack,Short Rest,,,Off-Hand Attack (Melee),,,,TRUE,TRUE,Trepan is an uncommon +1 Shortsword which grants the weapon action Trephination to non player characters only.,,Slicing Shortsword,
Ambusher,,,Melee,Shortswords,Rare,0.9kg,190,1.5m,One-Handed,TRUE,TRUE,FALSE,1,Piercing,1d6,1d6,,,,,,,,"Flourish, Piercing Strike",Main Hand Attack,,"Sentinel Weapon, Ambusher's Streak",,Off-Hand Attack (Melee),,,3,TRUE,TRUE,Ambusher is a rare +1 Shortsword that grants the wielder bonuses to Initiative and Advantage on Perception checks; it also deals extra Necrotic damage on creatures which have not taken a turn yet.,,Sword of Clutching Umbra,
Fleshrender,,,Melee,Shortswords,Rare,0.9kg,190,1.5m,One-Handed,TRUE,TRUE,FALSE,2,Piercing,1d6,1d6,,,,,,,,"Flourish, Piercing Strike, Part the Flesh",Main Hand Attack,Short Rest,,,Off-Hand Attack (Melee),,,3,TRUE,TRUE,"Fleshrender is a rare +2 Shortsword that allows the wielder to make a diabolical strike, possibly stymying their target's ability to heal.",,The Baneful,
Shortsword +2,,,Melee,Shortswords,Rare,0.9kg,95,1.5m,One-Handed,TRUE,TRUE,FALSE,2,Piercing,1d6,1d6,,,,,,,,"Flourish, Piercing Strike",Main Hand Attack,,,,Off-Hand Attack (Melee),,,,TRUE,TRUE,"Shortsword +2 is a rare, moderately enchanted (+2) variant of the Shortswords family of weapons. It is a martial melee weapon wielded in one hand. As a finesse weapon, it can benefit from the wielder's Dexterity and not just their Strength. It's a light weapon that anyone can dual-wield without special training.",,Knife of the Undermountain King,
Slicing Shortsword,,,Melee,Shortswords,Rare,0.9kg,190,1.5m,One-Handed,TRUE,TRUE,FALSE,1,Piercing,1d6,1d6,,,,,,,,"Flourish, Piercing Strike",Main Hand Attack,,Deepflesh Slice,,Off-Hand Attack (Melee),,,2,TRUE,TRUE,The Slicing Shortsword is a rare +1 shortsword that inflicts Bleeding when the wielder attacks with advantage.,,Sword of Life Stealing,
Sword of Clutching Umbra,,,Melee,Shortswords,Rare,0.9kg,190,1.5m,One-Handed,TRUE,TRUE,FALSE,1,Piercing,1d6,1d6,,,,,,,,"Flourish, Piercing Strike, Shadowsoaked Blow",Main Hand Attack,Short Rest,,,Off-Hand Attack (Melee),,,2,TRUE,TRUE,"Sword of Clutching Umbra is a rare, lightly enchanted (+1) Shortsword that grants the wielder a unique weapon action, Shadowsoaked Blow.",,Crimson Mischief,
The Baneful,,,Melee,Shortswords,Rare,0.9kg,190,1.5m,One-Handed,TRUE,TRUE,FALSE,1,Piercing,1d6,1d6,,,,,,,,"Flourish, Piercing Strike",Main Hand Attack,,"Favoured Weapon, Baneful Bond",,Off-Hand Attack (Melee),,,1,TRUE,TRUE,The Baneful is a rare +1 shortsword that applies the Bane condition on hit. This blade's magical powers only function if it's Bound to an Eldritch Knight or is a Warlock's Pact Weapon.,,Pickaxe,
Knife of the Undermountain King,,,Melee,Shortswords,Very Rare,0.9kg,480,1.5m,One-Handed,TRUE,TRUE,FALSE,2,Piercing,1d6,1d6,,,,,,,,"Flourish, Piercing Strike",Main Hand Attack,,"Organ Rearranger, Shadow Blade",,Off-Hand Attack (Melee),,,2,TRUE,TRUE,The Knife of the Undermountain King is a very rare +2 shortsword which increases the frequency of scoring Critical Hits and grants Advantage against obscured enemies.,,War Pick,
Sword of Life Stealing,,,Melee,Shortswords,Very Rare,0.9kg,480,1.5m,One-Handed,TRUE,TRUE,FALSE,2,Piercing,1d6,1d6,,,,,,,,"Flourish, Piercing Strike",Main Hand Attack,,Life Stealing Critical,,Off-Hand Attack (Melee),,,2,TRUE,TRUE,"The Sword of Life Stealing is a very rare +2 shortsword which deals an extra 10 Necrotic damage on a critical hit, and heals the wielder for the same amount.",,Deep Delver,
Crimson Mischief,,,Melee,Shortswords,Story Item,0.9kg,640,1.5m,One-Handed,TRUE,TRUE,FALSE,2,Piercing,1d6,1d6,Necrotic,1d4,,,,,,"Flourish, Piercing Strike",Main Hand Attack,,"Prey Upon the Weak, Redvein Savagery",Crimson Weapon,Off-Hand Attack (Melee),,,3,TRUE,FALSE,"Crimson Mischief is a legendary +2 Shortsword that, when wielded in the main hand, grants additional damage when attacking with Advantage and against targets with 50% or less of their hit points. When wielded in the off-hand, it instead allows the wielder to add their Ability Modifier to their damage.",,Hoppy,
Pickaxe,,,Melee,War Picks,Common,0.9kg,10,1.5m,One-Handed,FALSE,FALSE,FALSE,,Piercing,1d8,1d8,,,,,,,,"Maiming Strike, Piercing Strike, Weakening Strike",Main Hand Attack,,,,Off-Hand Attack (Melee),,,1,TRUE,TRUE,"War Pick is a mundane, nonmagical variant of the War Picks family of weapons. It is a martial melee weapon wielded in two-handed, making it unique among other War Picks.",,War Pick +1,
War Pick,,,Melee,War Picks,Common,0.9kg,50,1.5m,One-Handed,FALSE,FALSE,FALSE,,Piercing,1d8,1d8,,,,,,,,"Maiming Strike, Piercing Strike, Weakening Strike",Main Hand Attack,,,,Off-Hand Attack (Melee),,,,TRUE,TRUE,War Pick is a common variant of the War Picks family of weapons. It is a martial melee weapon wielded in one hand.,,Battleaxe,
Deep Delver,,,Melee,War Picks,Uncommon,0.9kg,100,1.5m,One-Handed,FALSE,FALSE,FALSE,,Piercing,1d8,1d8,,,,,,,,"Maiming Strike, Piercing Strike, Weakening Strike",Main Hand Attack,,Dig Deep,,Off-Hand Attack (Melee),,,1,TRUE,TRUE,Deep Delver is an uncommon War Pick that inflicts the Shattered condition on hit.,,Pactbound Battleaxe,
Hoppy,,,Melee,War Picks,Uncommon,0.9kg,100,1.5m,One-Handed,FALSE,FALSE,FALSE,1,Piercing,1d8,1d8,,,,,,,,"Maiming Strike, Piercing Strike, Weakening Strike, Revitalising Strike",Main Hand Attack,Short Rest,,,Off-Hand Attack (Melee),,,2,TRUE,TRUE,Hoppy is an uncommon +1 War Pick that allows the wielder to use Revitalising Strike (Weapon Action).,,Battleaxe +1,
War Pick +1,,,Melee,War Picks,Uncommon,0.9kg,40,1.5m,One-Handed,FALSE,FALSE,FALSE,1,Piercing,1d8,1d8,,,,,,,,"Maiming Strike, Piercing Strike, Weakening Strike",Main Hand Attack,,,,Off-Hand Attack (Melee),,,,TRUE,TRUE,"War Pick +1 is an uncommon, lightly enchanted (+1) variant of the War Picks family of weapons. It is a martial melee weapon wielded in one hand.",,Ceremonial Battleaxe,
Battleaxe,,,Melee,Battleaxes,Common,1.8kg,50,1.5m,Versatile,FALSE,FALSE,FALSE,,Slashing,1d8,1d10,,,,,,,,"Cleave, Lacerate, Maiming Strike",Main Hand Attack,,,,,,,1,TRUE,TRUE,"Battleaxe is a common variant of the Battleaxes family of weapons. It is a martial melee weapon that can be wielded in one hand, or with both hands for extra damage.",,Witchbreaker,
Pactbound Battleaxe,,,Melee,Battleaxes,Common,1.8kg,0,1.5m,Versatile,FALSE,FALSE,FALSE,,Slashing,1d8,1d10,,,,,,,,"Cleave, Lacerate, Maiming Strike",Main Hand Attack,,,,,,,,TRUE,TRUE,"A summoned weapon from Pact of the Blade. It uses the wielder's Charisma modifier, and its damage is magical.",,Thermodynamo Axe,
Battleaxe +1,,,Melee,Battleaxes,Uncommon,1.9kg,65,1.5m,Versatile,FALSE,FALSE,FALSE,1,Slashing,1d8,1d10,,,,,,,,"Cleave, Lacerate, Maiming Strike",Main Hand Attack,,,,,,,,TRUE,TRUE,"Battleaxe +1 is an uncommon, lightly enchanted (+1) variant of the Battleaxes family of weapons. It is a martial melee weapon that can be wielded in one hand, or with both hands for extra damage.",,Vicious Battleaxe,
Ceremonial Battleaxe,,,Melee,Battleaxes,Uncommon,1.9kg,65,1.5m,Versatile,FALSE,FALSE,FALSE,1,Slashing,1d8,1d10,,,,,,,,"Cleave, Lacerate, Maiming Strike",Main Hand Attack,,,,,,,2,TRUE,TRUE,"Ceremonial Battleaxe is an uncommon, lightly enchanted (+1) variant of the Battleaxes family of weapons. While functionally the same as a Battleaxe +1, it is used for solving the puzzle inside the Rosymorn Monastery chapel.",,Battle-Worn Blade,
Witchbreaker,,,Melee,Battleaxes,Uncommon,1.8kg,100,1.5m,Versatile,FALSE,FALSE,FALSE,1,Slashing,1d8,1d10,,,,,,,,"Cleave, Lacerate, Maiming Strike, Hush You!",Main Hand Attack,Short Rest,Witchbreaker,,,,,2,TRUE,TRUE,"Witchbreaker is an uncommon +1 Battleaxe that grants Advantage against concentrating foes and has a unique weapon action, Hush You!.",,Bonesaw,
Thermodynamo Axe,,,Melee,Battleaxes,Rare,1.8kg,310,1.5m,Versatile,FALSE,FALSE,FALSE,1,Slashing,1d8,1d10,,,,,,,,"Cleave, Lacerate, Maiming Strike",Main Hand Attack,,Thermodynamo,,,,,2,TRUE,TRUE,"Thermodynamo Axe is a rare, lightly enchanted (+1) Battleaxe that grants Heat whenever the wielder deals damage with this weapon.",,Githyanki Longsword,
Vicious Battleaxe,,,Melee,Battleaxes,Rare,1.8kg,310,1.5m,Versatile,FALSE,FALSE,FALSE,2,Slashing,1d8,1d10,,,,,,,,"Cleave, Lacerate, Maiming Strike",Main Hand Attack,,Dolor Amarus,,,,,3,TRUE,TRUE,Vicious Battleaxe is a rare +2 Battleaxe that deals additional damage on a Critical Hit.,,King's Knife,
Battle-Worn Blade,,,Melee,Longswords,Common,1.4kg,40,1.5m,Versatile,FALSE,FALSE,FALSE,,Slashing,1d8,1d10,,,,,,,,"Lacerate, Rush Attack, Pommel Strike",Main Hand Attack,,,,,,,,TRUE,TRUE,"Battle-Worn Blade is a common variant of the Longswords family of weapons. It is a martial melee weapon that can be wielded in one hand, or with both hands for extra damage.",,Rusty Longsword,
Bonesaw,,,Melee,Longswords,Common,1.4kg,40,1.5m,Versatile,FALSE,FALSE,FALSE,,Slashing,1d8,1d10,,,,,,,,,Main Hand Attack,,,,,,,2,TRUE,TRUE,"Bonesaw is a common variant of the Longswords family of weapons. It is a martial melee weapon that can be wielded in one hand, or with both hands for extra damage.",,Longsword,
Githyanki Longsword,,,Melee,Longswords,Common,1.4kg,40,1.5m,Versatile,FALSE,FALSE,FALSE,,Slashing,1d8,1d10,,,,,,,,"Lacerate, Rush Attack, Pommel Strike",Main Hand Attack,,,,,,,,TRUE,TRUE,"Githyanki Longsword is a common variant of the Longswords family of weapons. It is a martial melee weapon that can be wielded in one hand, or with both hands for extra damage.",,Bonesaw (+1),
King's Knife,,,Melee,Longswords,Common,1.4kg,40,1.5m,Versatile,FALSE,FALSE,FALSE,,Slashing,1d8,1d10,,,,,,,,"Lacerate, Rush Attack, Pommel Strike",Main Hand Attack,,,,,,,,TRUE,TRUE,King's Knife is a Duergar variant of the common Longsword. It is identical to a Longsword in all but appearance.,,Ceremonial Longsword,
Rusty Longsword,,,Melee,Longswords,Common,1.4kg,4,1.5m,Versatile,FALSE,FALSE,FALSE,,Slashing,1d8,1d10,,,,,,,,"Lacerate, Rush Attack, Pommel Strike",Main Hand Attack,,,,,,,,TRUE,TRUE,"Rusty Longsword is a common variant of the Longswords family of weapons. It is a martial melee weapon that can be wielded in one hand, or with both hands for extra damage.",,Githyanki Longsword (+1),
Longsword,,,Melee,Longswords,Common,1.4kg,40,1.5m,Versatile,FALSE,FALSE,FALSE,,Slashing,1d8,1d10,,,,,,,,"Lacerate, Rush Attack, Pommel Strike",Main Hand Attack,,,,,,,,TRUE,TRUE,"Longsword is a mundane, nonmagical variant of the Longswords family of weapons. It is a martial melee weapon that can be wielded in one hand, or with both hands for extra damage.",,Katana,
Bonesaw (+1),,,Melee,Longswords,Uncommon,1.4kg,85,1.5m,Versatile,FALSE,FALSE,FALSE,1,Slashing,1d8,1d10,,,,,,,,"Lacerate, Flourish, Incise Ligaments",Main Hand Attack,Short Rest,,,,,,,TRUE,TRUE,Bonesaw is an uncommon +1 Longsword which grants non player characters the weapon action Incise Ligaments.,,Longsword +1,
Ceremonial Longsword,,,Melee,Longswords,Uncommon,1.4kg,55,1.5m,Versatile,FALSE,FALSE,FALSE,1,Slashing,1d8,1d10,,,,,,,,"Lacerate, Rush Attack, Pommel Strike",Main Hand Attack,,,,,,,2,TRUE,TRUE,"Ceremonial Longsword is an uncommon, lightly enchanted (+1) Longsword. While functionally the same as a Longsword +1, it is used for solving the puzzle inside the Rosymorn Monastery chapel.",,Adamantine Longsword,
Githyanki Longsword (+1),,,Melee,Longswords,Uncommon,1.4kg,55,1.5m,Versatile,FALSE,FALSE,FALSE,1,Slashing,1d8,1d10,,,,,,,,"Lacerate, Rush Attack, Pommel Strike",Main Hand Attack,,,,,,,,TRUE,TRUE,"Githyanki Longsword is an uncommon, lightly enchanted longsword.",,Blackguard's Sword,
Katana,,,Melee,Longswords,Uncommon,1.4kg,55,1.5m,Versatile,FALSE,FALSE,FALSE,1,Slashing,1d8,1d10,,,,,,,,"Lacerate, Rush Attack, Flourish",Main Hand Attack,,,,,,,3,TRUE,TRUE,"Katana is an uncommon, lightly enchanted (+1) variant of the Longswords family of weapons. It is a martial melee weapon that can be wielded in one hand, or with both hands for extra damage.",,Blade of Oppressed Souls,
Longsword +1,,,Melee,Longswords,Uncommon,1.4kg,55,1.5m,Versatile,FALSE,FALSE,FALSE,1,Slashing,1d8,1d10,,,,,,,,"Lacerate, Rush Attack, Pommel Strike",Main Hand Attack,,,,,,,,TRUE,TRUE,"Longsword +1 is an uncommon, lightly enchanted (+1) variant of the Longswords family of weapons. It is a martial melee weapon that can be wielded in one hand, or with both hands for extra damage.",,Cruel Sting,
Adamantine Longsword,,,Melee,Longswords,Rare,1.4kg,100,1.5m,Versatile,FALSE,FALSE,FALSE,1,Slashing,1d8,1d10,,,,,,,,"Lacerate, Rush Attack, Pommel Strike",Main Hand Attack,,"Diamondsbane, Lethal Weapon (Slashing)",,,,,1,TRUE,TRUE,Adamantine Longsword is a rare +1 Longsword that automatically critical hits objects and ignores Resistance to Slashing damage.,,Duke Ravengard's Longsword,
Blackguard's Sword,,,Melee,Longswords,Rare,1.4kg,250,1.5m,Versatile,FALSE,FALSE,FALSE,2,Slashing,1d8,1d10,Necrotic,1d4,,,,,,"Lacerate, Rush Attack, Pommel Strike",Main Hand Attack,,Dazing Smite,,,,,3,TRUE,TRUE,Blackguard's Sword is a rare +2 Longsword that possibly Dazes targets that have been Smited by the wielder.,,Larethian's Wrath,
Blade of Oppressed Souls,,,Melee,Longswords,Rare,1.4kg,250,1.5m,Versatile,FALSE,FALSE,FALSE,1,Slashing,1d8,1d10,Psychic,1d4,,,,,,"Lacerate, Rush Attack, Pommel Strike, Crowning Strike",Main Hand Attack,Short Rest,,,,,,2,TRUE,TRUE,"Blade of Oppressed Souls is a rare, lightly enchanted (+1) variant of the Longswords family of weapons. It is a martial melee weapon that can be wielded in one hand, or with both hands for extra damage.",,Longsword +2,
Cruel Sting,,,Melee,Longswords,Rare,1.4kg,250,1.5m,Versatile,FALSE,FALSE,FALSE,1,Slashing,1d8,1d10,,,,,,,,"Lacerate, Rush Attack, Pommel Strike","Ensnaring Strands, Main Hand Attack",Short Rest,Sting The Helpless,,,,,2,TRUE,TRUE,Cruel Sting is a rare +1 Longsword that deals extra Poison damage against Restrained targets if the wielder is a drow elf. It also grants the Ensnaring Strands spell.,,Phalar Aluve,
Duke Ravengard's Longsword,,,Melee,Longswords,Rare,1.4kg,250,1.5m,Versatile,FALSE,FALSE,FALSE,1,Slashing,1d8,1d10,,,,,,,,"Lacerate, Rush Attack, Pommel Strike","Commander's Strike, Main Hand Attack",Short Rest,Stirring Execution,,,,,3,TRUE,FALSE,Duke Ravengard's Longsword is a rare +1 Longsword which increases the wielder's Charisma by +2 and can also grant allies temporary hit points based on their respective Charisma modifiers.,,Sword of the Emperor,
Larethian's Wrath,,,Melee,Longswords,Rare,1.4kg,250,1.5m,Versatile,FALSE,FALSE,FALSE,1,Slashing,1d8,1d10,,,,,,,,"Lacerate, Rush Attack, Pommel Strike, Razor Gale",Main Hand Attack,Short Rest,,,,,,2,TRUE,TRUE,"Larethian's Wrath is a rare +1 Longsword that grants the wielder the Razor Gale weapon action, and is a Finesse weapon, unlike most Longswords.",,Voss' Silver Sword,
Longsword +2,,,Melee,Longswords,Rare,1.4kg,125,1.5m,Versatile,FALSE,FALSE,FALSE,2,Slashing,1d8,1d10,,,,,,,,"Lacerate, Rush Attack, Pommel Strike",Main Hand Attack,,,,,,,,TRUE,TRUE,"Longsword +2 is a rare, moderately enchanted (+2) variant of the Longswords family of weapons. It is a martial melee weapon that can be wielded in one hand, or with both hands for extra damage.",,Pactbound Trident,
Phalar Aluve,,,Melee,Longswords,Rare,1.4kg,250,1.5m,Versatile,FALSE,FALSE,FALSE,1,Slashing,1d8,1d10,,,,,Phalar Aluve: Melody,,,"Lacerate, Rush Attack, Pommel Strike",Main Hand Attack,Short Rest,,,,,,1,TRUE,FALSE,"Phalar Aluve is a rare +1 Longsword that can be made to Sing or Shriek, granting nearby allies or enemies a bonus to Attack Rolls or damage rolls, depending on the choice.",,Rusty Trident,
Sword of the Emperor,,,Melee,Longswords,Rare,1.4kg,250,1.5m,Versatile,FALSE,FALSE,FALSE,2,Slashing,1d8,1d10,,,,,,,,"Lacerate, Rush Attack, Pommel Strike",Main Hand Attack,,"Shapeshifter Slayer, Magical Durability (Sword of the Emperor)",,,,,3,TRUE,TRUE,Sword of the Emperor is a rare +2 Longsword that grants bonus damage against shapeshifted or polymorphed creatures and enhances the wielder's defences against spells.,,Trident of the Depths,
Voss' Silver Sword,,,Melee,Longswords,Very Rare,1.4kg,630,1.5m,Versatile,FALSE,FALSE,FALSE,2,Slashing,1d8,1d10,Psychic,1d4,,,Wrathful Smite,1,Long Rest,"Lacerate, Rush Attack, Pommel Strike",Main Hand Attack,,Interplanar Slayer,,,,,3,TRUE,TRUE,"Voss' Silver Sword is a very rare +2 Longsword enhanced with additional ⁠Psychic damage. It also grants a bonus to damage and Attack Rolls against githyanki, aberrations, fiends and elementals and well as granting the wielder the ability to cast the Wrathful Smite spell.",,Trident,
Pactbound Trident,,,Melee,Tridents,Common,1.8kg,0,1.5m,Versatile,FALSE,FALSE,TRUE,,Piercing,1d6,1d8,,,,,,,,"Rush Attack, Piercing Strike, Disarming Strike",Main Hand Attack,,,,,,,,TRUE,TRUE,"A summoned weapon from Pact of the Blade. It uses the wielder's Charisma modifier, and its damage is magical.",,Trident +1,
Rusty Trident,,,Melee,Tridents,Common,1.8kg,4,1.5m,Versatile,FALSE,FALSE,TRUE,,Piercing,1d6,1d8,,,,,,,,"Rush Attack, Piercing Strike, Disarming Strike",Main Hand Attack,,,,,,,,TRUE,TRUE,"Rusty Trident is a common variant of the Tridents family of weapons. It is a martial melee weapon that can be wielded in one hand, or with both hands for extra damage. Its design lends itself well to be thrown at enemies as a projectile.",,The Sparky Points,
Trident of the Depths,,,Melee,Tridents,Common,1.6kg,40,1.5m,Versatile,FALSE,FALSE,TRUE,3,Piercing,1d6,1d8,Cold,1d6,,,,,,Hiemal Strike,Main Hand Attack,,,,,,,,TRUE,TRUE,"Trident of the Depths is a common, highly enchanted (+3) variant of the Tridents family of weapons. It is a martial melee weapon that can be wielded in one hand, or with both hands for extra damage.",,Trident +2,
Trident,,,Melee,Tridents,Common,1.8kg,40,1.5m,Versatile,FALSE,FALSE,TRUE,,Piercing,1d6,1d8,,,,,,,,"Rush Attack, Piercing Strike, Disarming Strike",Main Hand Attack,,,,,,,,TRUE,TRUE,"Trident is a mundane, nonmagical variant of the Tridents family of weapons. It is a martial melee weapon that can be wielded in one hand, or with both hands for extra damage. Its design lends itself well to be thrown at enemies as a projectile.",,Trident of the Waves,
Trident +1,,,Melee,Tridents,Common,1.8kg,55,1.5m,Versatile,FALSE,FALSE,TRUE,1,Piercing,1d6,1d8,,,,,,,,"Rush Attack, Piercing Strike, Disarming Strike",Main Hand Attack,,,,,,,,TRUE,TRUE,"Trident +1 is an uncommon, lightly enchanted (+1) variant of the Tridents family of weapons. It is a martial melee weapon that can be wielded in one hand, or with both hands for extra damage. Its design lends itself well to be thrown at enemies as a projectile.",,Nyrulna,
The Sparky Points,,,Melee,Tridents,Uncommon,1.8kg,390,1.5m,Versatile,FALSE,FALSE,TRUE,,Piercing,1d6,1d8,,,,,,,,"Rush Attack, Piercing Strike, Disarming Strike",Main Hand Attack,,Electric Blood,,,,,1,TRUE,TRUE,The Sparky Points is a rare Trident that allows the wielder to generate Lightning Charges upon dealing melee damage with this weapon.,,Azer Warhammer,
Trident +2,,,Melee,Tridents,Rare,1.8kg,125,1.5m,Versatile,FALSE,FALSE,TRUE,2,Piercing,1d6,1d8,,,,,,,,"Rush Attack, Piercing Strike, Disarming Strike",Main Hand Attack,,,,,,,,TRUE,TRUE,"Trident +2 is a rare, moderately enchanted (+2) variant of the Tridents family of weapons. It is a martial melee weapon that can be wielded in one hand, or with both hands for extra damage. Its design lends itself well to be thrown at enemies as a projectile.",,Pactbound Warhammer,
