Name,Image,Cost 1,Cost 2,Cost #,Cost 3,Cost on Hit 1,Cost on Hit 2,Cantrip,Spell,Concentration,Ritual,DMG1,DMG1 Type,DMG2,DMG2 Type,DMG3,DMG3 Type,DMG4,DMG4 Type,DMG5,DMG5 Type,DMG6,DMG6 Type,Range,Area,Area Type,Push,Pull,Special WA,WA,Illithid Power,Attack Roll Type,On Miss,Attack Type,Recharge,School,Spell Level,ST Ability,ST Base DC,ST DC Type,Half DMG on Save,On Save,Condition 1,Condition 1 ST Ability,Condition 1 Base DC,Condition 1 DC Type,Condition 1 Duration,Condition 2,Condition 2 ST Ability,Condition 2 Base DC,Condition 2 DC Type,Condition 2 Duration,Additional DMG per Spell Level,DMG User Level 1,DMG Increase 1,DMG User Level 2,DMG Increase 2,DMG User Level 3,DMG Increase 3,Additional DMG Type,Additional Target Per Spell Level,Subactions,Areas,Creatures,Items,Healing,Targets,Desc1,Desc2,Levels,,,,Spells,Non Spells,Cantrips,Illithid Powers,Weapon Actions
Perform (Whistle),,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,Perform is a free action that allows the user to whistle a tune. It is only available if a player has Musical Instrument profiency and doesn't have an Instrument equipped.,Play a tune to attract and delight those around you.,,,,,,,,,
Play the Spider's Lyre,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,FALSE,,"Performing 'The Power',Poor Performance",,,,,,,,,,,,,,,,,,FALSE,,,,,,Self,Play the Spider's Lyre is a free action that allows the user to play the functionally equivalent song 'The Power' using their equipped Instrument.,Play a troubled bard's ballad to encourage and inspire those around you.,,,,,,,,,
Polma's Wrath,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,Long Rest,,,,,,FALSE,,Polma's Wrath,,,,Long Rest,,,,,,,,,,,,,,FALSE,,,,,,,Polma's Wrath is a free class action used by Polma if she witnesses Priestess Gut being killed. This can only happen if Gut imprisons the party in the cell near her chambers.,"Increase Strength by 4, while Armour Class is reduced by 2.",,,,,,,,,
Portent Die,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,18.0m,,,,,FALSE,FALSE,FALSE,,,,Long Rest,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,Portent Die is a reaction available to Divination School Wizard that lets them modify a die roll.,Change the die of a nearby Attack roll or Saving throw to the portent die. Bonuses and penalties will still be added to the number. You regain your Portent Dice when you take a Long Rest.,,,,,,,,,
Precision Attack,,,Superiority Dice,,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,FALSE,,Precision Attack,,,,Long Rest,,,,,,,,,,,,,,FALSE,,,,,,Self,Precision Attack is a Battle Master combat manoeuvre usable as a free action. It grants a bonus to the Battle Master's next weapon attack roll equal to a roll of the Superiority Die.,You can spend a Superiority Die to add it to the result to an Attack roll.,"At level 10 with  Improved Combat Superiority, the attack roll bonus increases to 1d10.",,,,,,,,
Psionic Visage,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,6.0m,Radius,,,FALSE,FALSE,FALSE,,,,Per Turn,,,,,,FALSE,,Psionic Visages,,,,1 Turn,,,,,,,,,,,,,,FALSE,,,,,,Self,"Psionic Visage is a legendary reaction available to Nere in Honour mode. When attacked, Nere can cast Psionic Visage to protect himself from ⁠Physical damage with 3 psionic copies of himself.","Summon 3 psychic copies of yourself to protect you. As long as one of those copies remain, you are immune to ⁠Bludgeoning, ⁠Piercing, and ⁠Slashing damage. When the caster is struck, a Psionic Visage will Detonate.",,,,,,,,,
Radiant Shockwave,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,3.0m,Radius,,,FALSE,FALSE,FALSE,,,,,,,,,,FALSE,,Radiating Orb,,,,2 Turns,,,,,,,,,,,,,,FALSE,,,,,,,Radiant Shockwave is an action automatically triggered upon dealing ⁠Radiant damage while wearing the Luminous Armour. It spreads Radiating Orbs to all nearby enemies which disrupts their accuracy when making attacks.,Inflict Radiating Orb in a 3 m / 10 ft radius.,,,,,,,,,
Regain Hit Points,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,Regain Hit Points is a class action available to most non-player characters. It lets them fully restore their hit points and resources outside of combat.,Fully restore hit points and spell slots outside of combat.,,,,,,,,,
Sanguine Lash,,,,,,,,FALSE,FALSE,FALSE,FALSE,8d8,Slashing,,,,,,,,,,,,4.0m,Cone,,,FALSE,FALSE,FALSE,,,,Per Turn,,,,,,TRUE,,Bleeding,DEX,,Spell Save DC,3 Turns,,,,,,,,,,,,,,FALSE,,,,,,,"Sanguine Lash is a legendary action available to Orin in Honour mode. Once per turn, she can use this reaction to retaliate against nearby attackers with a sweeping slash that hits all enemies in a 180° cone.",Sweep a warped appendage in front of you that Bleeds targets and knock them back 6ft.,,,,,,,,,
Self-Detonate,,,,,,,,FALSE,FALSE,FALSE,FALSE,4d12+26,Fire,,,,,,,,,,,,5.0m,Radius,,,FALSE,FALSE,FALSE,,,,,,,DEX,18,,TRUE,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,Self,"Self-Detonate is a free action used by Steel Watchers and Hellfire Watchers. This ability is triggered when the the Steel Watcher is destroyed, causing it to explode and deal heavy ⁠Fire damage that ignores resistances and immunities. It can also be triggered through Self-Detonation Protocol after a one round delay.",Explode in a burst of raging hellfire - eliminate all nearby wrongdoers. Self-Detonate ignores Resistance and Immunity to ⁠Fire damage.,,,,,,,,,
Self-Detonate (Steel Watcher Titan),,,,,,,,FALSE,FALSE,FALSE,FALSE,12d12+78,Fire,,,,,,,,,,,,10.0m,Radius,,,FALSE,FALSE,FALSE,,,,,,,DEX,18,,TRUE,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,Self,"Self-Detonate is a free action used by the Steel Watcher Titan. This ability is triggered when the the titan is destroyed, causing it to explode and deal heavy ⁠Fire damage that ignores resistances and immunities. It can also be triggered through Self-Detonation Protocol after a one round delay.",Explode in a burst of raging hellfire - eliminate all nearby wrongdoers. Self-Detonate ignores Resistance and Immunity to ⁠Fire damage.,,,,,,,,,
Shatter Visage,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,6.0m,Radius,,,FALSE,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,"Shatter Visage is a free action which allows Nere to detonate a Psionic Visage after being struck. The Psionic Visage will shatter, dealing 2d6⁠⁠Psychic to the attacker and any nearby creatures and push them back 3 m / 10 ft.","Detonate a psionic visage, striking the attacker with a psychic wave that pushes it back 3 m / 10 ft.",,,,,,,,,
Shell of Resistance,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,18.0m,,,,,FALSE,FALSE,FALSE,,,,Per Turn,,,,,,FALSE,,Shell of Resistance,,,,1 Turn,,,,,,,,,,,,,,FALSE,,,,,,,"Shell of Resistance is a class action used by Micromodron Force Curtain that causes Gortash to become resistant or immune to damage, gain extra movement speed, and gain an extra bonus action.","The Micromodron Force Curtain grants its target immunity to ⁠Thunder damage and resistance to elemental damage for one turn, along with an extra  Bonus Action and 3 m / 10 ft extra movement speed.",,,,,,,,,
Shocking Overflow,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,5.0m,Radius,,,FALSE,FALSE,FALSE,,,,,,,,,,FALSE,,Shocking Brew,,,,1 Turn,Shocked,,,,2 Turns,,,,,,,,,FALSE,,,,,,Self,Shocking Overflow is a variant of Overflowing Brew available to Thisobald Thorm in Honour mode when his brew type is ⁠Lightning.,"Thisobald's unstable brew overflows, dealing 6d6⁠⁠Lightning to surrounding enemies and empowering his allies with a Shocking Brew.",,,,,,,,,
Signalling Cry,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,Per Combat,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,FALSE,,,Giant Eagle,,,,"Signalling Cry is a free action used by the Ancient Giant Eagle that summons allied Giant Eagles. It can be used one round after Cry for Help. While it is calling for help, the eagle cannot move, though it can still attack. This process can be interrupted by Silencing the eagle or killing it.","As its allies draw near, the creature informs them of its exact location.",,,,,,,,,
Sinister Howl,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,10.0m,Radius,,,FALSE,FALSE,FALSE,,,,Per Turn,,,,,,FALSE,,Action Surge,,,,1 Turn,,,,,,,,,,,,,,FALSE,,,,,,Self,Sinister Howl is a class action usable by Viconia DeVir while polymorphed via Mapped Terror: Wolves. It immediately gives an additional  Action to herself and other polymorphed wolves in range.,"Push yourself and your pack beyond your limits, giving each member of the pack an additional  Action.",,,,,,,,,
Soul Snare: Heal,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,Per Turn,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,Self,Soul Snare: Heal is a free action granted by the Gloves of Soul Catching after landing an unarmed strike. It heals the wearer 10⁠⁠hit points. This action is mutually exclusive with Soul Catching Boon and Soul Catching Prowess. Only one of these three Soul Catching features can be used in a single turn.,Heal 10⁠⁠hit points from catching a soul.,,,,,,,,,
Spider Queen's Wrath,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,Per Combat,,,,,,FALSE,,Spider Queen's Wrath,,,,Long Rest,,,,,,,,,,,,,,FALSE,,,,,,Self,"Spider Queen's Wrath is a free action available to the Phase Spider Matriarch. After dropping to 50% hit points, the matriarch uses this action to enter an enraged state. In Tactician difficulty and above, this enraged state is significantly more dangerous.","Increase Strength by 2, while Armour Class is reduced by 1. Tactician Difficulty: Gain one additional attack per turn. Increase Strength by 2 and grant Resistance to physical damage.",,,,,,,,,
Sweetplum Gales,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,18.0m,3.0m,Radius,,,FALSE,FALSE,FALSE,,,,,,,,,,FALSE,,Whirlwind,STR,15,,3 Turns,,,,,,,,,,,,,,FALSE,,Whirlwind,,,,,Sweetplum Gales is a class action available to Djinn. It allows a djinni to create a whirlwind that restrains creatures caught inside.,Coalesce the air in a fragrant but vicious whirlwind that Restrains those within.,,,,,,,,,
Talk to the Sentient Amulet,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,Talk to the Sentient Amulet is an action that allows the wearer of the Sentient Amulet to speak with the spirit trapped within. It progresses or begins the Help the Cursed Monk quest.,Speak with the consciousness lingering inside the Sentient Amulet.,,,,,,,,,
Terminate Bulwark Protocol,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,"Terminate Bulwark Protocol is a free action automatically used by the Steel Watcher Titan. After Defensive Protocol: Bulwark expires, or he loses the temporary HP gained by it, he automatically uses this ability.",End your Defensive Protocol: Bulwark and return to your normal combat calibration.,,,,,,,,,
Tides of Chaos,,,Tides of Chaos Charge,,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,FALSE,,Tides of Chaos,,,,Long Rest,,,,,,,,,,,,,,FALSE,,,,,,,"Tides of Chaos is a Reaction that grants Advantage on your next Attack Roll, Ability Check, or Saving Throw and increases the chance of a Wild Magic surge afterwards to 50% (normally 5%).","Gain Advantage on your next Attack roll, Ability Check, or Saving throw. Increased chance of Wild Magic surge afterwards.",,,,,,,,,
Toss a Coin,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,18.0m,,,,,FALSE,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,FALSE,,,,Gold,,,"Toss a Coin is an action used by audience members of a Performance. On an excellent performance, audience members tip the performers a single coin.",Show your appreciation for a wonderful performance.,,,,,,,,,
Touch of Death,,,Channel Divinity Charge,,,,,FALSE,FALSE,FALSE,FALSE,5,Necrotic,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,Touch of Death is a Death Domain Cleric reaction which allows the user to deal extra ⁠Necrotic damage after a melee attack.,"When hitting a creature with a melee attack, Channel Divinity Charges can be used to deal extra ⁠Necrotic damage.",,,,,,,,,
Transmuter's Stone,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,Long Rest,,,,,,FALSE,,Transmuter's Stone: Depleted Magic,,,,Long Rest,,,,,,,,,,,,,,FALSE,"Transmuter's Stone: Acid Resistance, Transmuter's Stone: Cold Resistance, Transmuter's Stone: Constitution, Transmuter's Stone: Darkvision, Transmuter's Stone: Fire Resistance, Transmuter's Stone: Lightning Resistance, Transmuter's Stone: Speed, Transmuter's Stone: Thunder Resistance",,,,,,Transmuter's Stone is a Transmutation School Wizard free action that allows you to create Transmuter's Stones which allow you to give a creature various benefits by holding that stone.,"Store some of your transmutation magic in a small stone. A creature carrying the stone gains a benefit of your choice. Once you have created a stone, you need to cast a Transmutation spell of Level 1 or higher or take a Long Rest before you can create another one.",,,,,,,,,
Transmuter's Stone: Acid Resistance,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,Long Rest,,,,,,FALSE,,Transmuter's Stone: Acid Resistance,,,,,,,,,,,,,,,,,,FALSE,,,,,,,Transmuter's Stone: Acid Resistance is a variation of Transmuter's Stone that makes you take half as much damage when hit by an Acid attack.,Create a stone that grants the carrier Resistance to ⁠Acid damage.,,,,,,,,,
Transmuter's Stone: Cold Resistance,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,Long Rest,,,,,,FALSE,,Transmuter's Stone: Cold Resistance,,,,,,,,,,,,,,,,,,FALSE,,,,,,,Transmuter's Stone: Cold Resistance is a variation of Transmuter's Stone that makes you take half as much damage when hit by a Cold attack.,Create a stone that grants the carrier Resistance to ⁠Cold damage.,,,,,,,,,
Transmuter's Stone: Constitution,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,Long Rest,,,,,,FALSE,,Transmuter's Stone: Constitution,,,,,,,,,,,,,,,,,,FALSE,,,,,,,Transmuter's Stone: Constitution is a variation of Transmuter's Stone that allows you to create a stone that provides Proficiency in Constitution Saving Throws.,Create a stone that grants the carrier Proficiency in Constitution Saving Throws.,,,,,,,,,
Transmuter's Stone: Darkvision,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,Long Rest,,,,,,FALSE,,Transmuter's Stone: Darkvision,,,,,,,,,,,,,,,,,,FALSE,,,,,,,Transmuter's Stone: Darkvision is a variation of Transmuter's Stone that allows you to create a stone that provides Darkvision to a range of 18 m / 60 ft,Create a stone that lets the carrier see in the dark out to a range of 18 m / 60 ft.,,,,,,,,,
Transmuter's Stone: Fire Resistance,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,Long Rest,,,,,,FALSE,,Transmuter's Stone: Fire Resistance,,,,,,,,,,,,,,,,,,FALSE,,,,,,,Transmuter's Stone: Fire Resistance is a variation of Transmuter's Stone that makes you take half as much damage when hit by a Fire attack.,Create a stone that grants the carrier Resistance to ⁠Fire damage.,,,,,,,,,
Transmuter's Stone: Lightning Resistance,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,Long Rest,,,,,,FALSE,,Transmuter's Stone: Lightning Resistance,,,,,,,,,,,,,,,,,,FALSE,,,,,,,Transmuter's Stone: Lightning Resistance is a variation of Transmuter's Stone that makes you take half as much damage when hit by a Lightning attack.,Create a stone that grants the carrier Resistance to ⁠Lightning damage.,,,,,,,,,
Transmuter's Stone: Speed,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,Long Rest,,,,,,FALSE,,Transmuter's Stone: Movement Speed,,,,,,,,,,,,,,,,,,FALSE,,,,,,,Transmuter's Stone: Speed is a variation of Transmuter's Stone that allows you to create a stone that provides increased movement speed.,Create a stone that increases the carrier's movement speed by 3 m / 10 ft.,,,,,,,,,
Transmuter's Stone: Thunder Resistance,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,Long Rest,,,,,,FALSE,,Transmuter's Stone: Thunder Resistance,,,,,,,,,,,,,,,,,,FALSE,,,,,,,Transmuter's Stone: Thunder Resistance is a variation of Transmuter's Stone that makes you take half as much damage when hit by a Thunder attack.,Create a stone that grants the carrier Resistance to ⁠Thunder damage.,,,,,,,,,
Unpetrification Ray,,Eyestalk Action,,,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,18.0m,,,,,FALSE,FALSE,FALSE,,,,Per Turn,,,CON,,Spell Save DC,FALSE,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,"Unpetrification Ray is a class action available to Spectators, that allows them to turn a Petrified creature back to its organic form.",Turn a Petrified creature back to its organic form.,,,,,,,,,
Venomous Overflow,,,,,,,,FALSE,FALSE,FALSE,FALSE,6d6,Poison,,,,,,,,,,,,5.0m,Radius,,,FALSE,FALSE,FALSE,,,,,,,,,,FALSE,,Venomous Brew,,,,1 Turn,Poisoned,,,,2 Turns,,,,,,,,,FALSE,,,,,,,Venomous Overflow is a variant of Overflowing Brew available to Thisobald Thorm in Honour mode when his brew type is ⁠Poison.,"Thisobald's unstable brew overflows, dealing 6d6⁠⁠Poison to surrounding enemies and empowering his allies with a Venomous Brew.",,,,,,,,,
War God's Blessing,,,Channel Divinity Charge,,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,War God's Blessing is a  Reaction available to War Domain clerics. This ability allows these Clerics to grant their ally a +10 to an Attack roll at the cost of one Channel Divinity Charge. This does not cost a Reaction to use. War Domain Clerics get Guided Strike at an earlier level for themselves; War God's Blessing is a variation of Guided Strike for their allies.,Endow a nearby ally with the glory of your god to grant them a +10 bonus to their Attack roll.,,,,,,,,,
Wasting Overflow,,,,,,,,FALSE,FALSE,FALSE,FALSE,6d6,Necrotic,,,,,,,,,,,,5.0m,Radius,,,FALSE,FALSE,FALSE,,,,,,,,,,FALSE,,Wasting Brew,,,,1 Turn,Bone Chilled,,,,2 Turns,,,,,,,,,FALSE,,,,,,,Wasting Overflow is a variant of Overflowing Brew available to Thisobald Thorm in Honour mode when his brew type is ⁠Necrotic.,"Thisobald's unstable brew overflows, dealing 6d6⁠⁠Necrotic to surrounding enemies and empowering his allies with a Wasting Brew.",,,,,,,,,
Watchful Hunt,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,18.0m,,,,,FALSE,FALSE,FALSE,,,,Per Turn,,,,,,FALSE,,Hunted,,,,1 Turn,,,,,,,,,,,,,,FALSE,,,,,,,Watchful Hunt is a class action unique to Yurgir in Honour mode. He can use it to mark a target for Legendary Action: Blinding Ambush.,"Observe your prey carefully, allowing you to interrupt their attacks and spells with a Blinding Ambush.",,,,,,,,,
Wild Magic: Action Surge,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,FALSE,,Action Surge,,,,1 Turn,,,,,,,,,,,,,,FALSE,,,,,,,Wild Magic: Action Surge is a Wild Magic Sorcerer free action which is randomly used when triggered by a Wild Magic roll; it grants an extra action just like the Fighter skill Action Surge.,You gain an additional action this turn.,,,,,,,,,
Wild Magic: Blur,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,FALSE,,Blurred,,,,3 Turns,,,,,,,,,,,,,,FALSE,,,,,,,"Wild Magic: Blur is a Wild Magic Sorcerer free action which is randomly used when triggered by a Wild Magic roll; it allows them to blur the body of every creature in the vicinity, making them harder to hit.",Each creature within 9 m / 30 ft becomes Blurred.,,,,,,,,,
Wild Magic: Bolt of Light,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,FALSE,,Wild Magic: Light Bolt,,,,10 Turns,,,,,,,,,,,,,,FALSE,,,,,,,Wild Magic: Bolt of Light is a Wild Magic Barbarian free action which is randomly used when triggered by a Rage: Wild Magic roll; it allows the user to shoot a bolt of light from their chest at a target for up to ten turns while raging.,"Until the end of your Rage, you can shoot a Bolt of Light from your chest each turn.",,,,,,,,,
Wild Magic: Burning,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,FALSE,,Wild Magic: Burning,,,,5 Turns,,,,,,,,,,,,,,FALSE,,,,,,,Wild Magic: Burning is a Wild Magic Sorcerer free action which is randomly used when triggered by a Wild Magic roll; it damages all nearby creatures and items with fire.,Each creature and item within 6 m / 20 ft starts burning and takes 1d6⁠⁠Fire per turn.,,,,,,,,,
Wild Magic: Cambion,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,"Wild Magic: Cambion is a Wild Magic Sorcerer free action which is randomly used when triggered by a Wild Magic roll; it summons a Cambion that is hostile to every creature in the area, including the caster.",Summon a cambion from the fiery nexus of the Nine Hells. It is hostile to everyone.,,,,,,,,,
Wild Magic: Cats and Dogs,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,FALSE,,"Wild Magic: Cat Form,Wild Magic: Dog Form",,,,2 Turns,,,,,,,,,,,,,,FALSE,,,,,,,Wild Magic: Cats and Dogs is a Wild Magic Sorcerer free action which is randomly used when triggered by a Wild Magic roll; it randomly transforms every creature around the user into either a cat or a dog.,Each creature within 9 m / 30 ft is randomly transformed into either a cat or a dog.,,,,,,,,,
Wild Magic: Dark Tendrils,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,9.0m,Radius,,,FALSE,FALSE,FALSE,,,,,,,,,,FALSE,,Wild Magic: Dark Tendrils,CON,12,,10 Turns,,,,,,,,,,,,,,FALSE,,,,,,Self,"Wild Magic: Dark Tendrils is a Wild Magic Barbarian free action which is randomly used when triggered by a Rage: Wild Magic roll. Every turn, it deals ⁠Necrotic damage to all nearby creatures and heals the barbarian.","Shadowy tendrils lash outwards from you. Each creature within 9 m / 30 ft of you must succeed a Constitution saving throw or take 1d12⁠⁠Necrotic damage. Additionally, you gain 1d12 temporary hit points. Can only have temporary hit points from one source.",,,,,,,,,
Wild Magic: Enchant Weapons,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,FALSE,,Wild Magic: Enchant Weapons,,,,Long Rest,,,,,,,,,,,,,,FALSE,,,,,,,"Wild Magic: Enchant Weapons is a Wild Magic Sorcerer free action which is randomly used when triggered by a Wild Magic roll; it allows them to magically empower the weapon of every nearby creature, allowing each to make a single powerful strike.",Enchant the weapon of each creature within 6 m / 20 ft. Their next attack[See: Bugs] is a Critical Hit and deals an additional 1d4⁠⁠Force.,,,,,,,,,
Wild Magic: Enlarge/Reduce,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,FALSE,,"Enlarged,Reduced",,,,3 Turns,,,,,,,,,,,,,,FALSE,,,,,,,"Wild Magic: Enlarge/Reduce is a Wild Magic Sorcerer free action which is randomly used when triggered by a Wild Magic roll; it randomly enlarges or shrinks creatures in an area, including oneself. The chance of either effect is 50%.",Each creature within 9 m / 30 ft is randomly Enlarged or Reduced.,,,,,,,,,
Wild Magic: Entangle,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,FALSE,,Twisting Vines,,,,,Wild Magic: Entangle is a Wild Magic Sorcerer free action which is randomly used when triggered by a Wild Magic roll; it creates vines on the ground nearby that can trap creatures just like the Entangle spell.,"Create a vine surface around yourself, slowing down creatures, possibly Entangling them.",,,,,,,,,
Wild Magic: Explosive Healing,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,FALSE,,Wild Magic: Explosive Healing,,,,5 Turns,,,,,,,,,,,,,,FALSE,,,,,,,"Wild Magic: Explosive Healing is a Wild Magic Sorcerer free action which is randomly used when triggered by a Wild Magic roll; it creates a healing wave when dealing damage to a creature with a spell of level 1 or higher, healing all creatures within 3 m / 10 ft","When you hit a target with a spell, heal all creatures within 3 m / 10 ft for 1d4⁠⁠hit points per Spell Slot level used.",,,,,,,,,
Wild Magic: Flight,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,FALSE,,Flight,,,,2 Turns,,,,,,,,,,,,,,FALSE,,,,,,,Wild Magic: Flight is a Wild Magic Sorcerer free action which is randomly used when triggered by a Wild Magic roll; it grants the ability to Fly just like the Grant Flight spell.,You can Fly until the end of the turn.,,,,,,,,,
Wild Magic: Fog,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,FALSE,,Fog,,,,,Wild Magic: Fog is a Wild Magic Sorcerer free action which is randomly used when triggered by a Wild Magic roll; it allows them to spontaneously create a fog around themselves that blinds every creature inside it.,Create a cloud of fog around yourself. Creatures within are Heavily Obscured and Blinded.,,,,,,,,,
Wild Magic: Intangible Spirit,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,FALSE,,Wild Magic: Intangible Spirit,,,,10 Turns,,,,,,,,,,,,,,FALSE,,,,,,,"Wild Magic: Intangible Spirit is a Wild Magic Barbarian free action which is randomly used when triggered by a Rage: Wild Magic roll; it summons a spectral flumph that explodes at the end of the user's turn, dealing damage in an area.","Until the end of your Rage, you can summon an Intangible Spirit each turn.",,,,,,,,,
